Gene,Gene Set Name,Category
LOC_Os07g07010,Metabolic Pathways,KEGG
LOC_Os07g07260,Metabolic Pathways,KEGG
LOC_Os07g07440,Metabolic Pathways,KEGG
LOC_Os07g07470,Metabolic Pathways,KEGG
LOC_Os07g07550,Metabolic Pathways,KEGG
LOC_Os07g07610,Metabolic Pathways,KEGG
LOC_Os07g08030,Metabolic Pathways,KEGG
LOC_Os07g08210,Metabolic Pathways,KEGG
LOC_Os07g08340,Metabolic Pathways,KEGG
LOC_Os07g08430,Metabolic Pathways,KEGG
LOC_Os07g08500,Metabolic Pathways,KEGG
LOC_Os07g09060,Metabolic Pathways,KEGG
LOC_Os07g09190,Metabolic Pathways,KEGG
LOC_Os07g09630,Metabolic Pathways,KEGG
LOC_Os07g09890,Metabolic Pathways,KEGG
LOC_Os07g10130,Metabolic Pathways,KEGG
LOC_Os07g10460,Metabolic Pathways,KEGG
LOC_Os07g10490,Metabolic Pathways,KEGG
LOC_Os07g10495,Metabolic Pathways,KEGG
LOC_Os07g10600,Metabolic Pathways,KEGG
LOC_Os07g10830,Metabolic Pathways,KEGG
LOC_Os07g12150,Metabolic Pathways,KEGG
LOC_Os07g13980,Metabolic Pathways,KEGG
LOC_Os07g15680,Metabolic Pathways,KEGG
LOC_Os07g20544,Metabolic Pathways,KEGG
LOC_Os07g22350,Metabolic Pathways,KEGG
LOC_Os07g22400,Metabolic Pathways,KEGG
LOC_Os07g22600,Metabolic Pathways,KEGG
LOC_Os07g22720,Metabolic Pathways,KEGG
LOC_Os07g25430,Metabolic Pathways,KEGG
LOC_Os07g25590,Metabolic Pathways,KEGG
LOC_Os07g26540,Metabolic Pathways,KEGG
LOC_Os07g27780,Metabolic Pathways,KEGG
LOC_Os07g27930,Metabolic Pathways,KEGG
LOC_Os07g29420,Metabolic Pathways,KEGG
LOC_Os07g30150,Metabolic Pathways,KEGG
LOC_Os07g30170,Metabolic Pathways,KEGG
LOC_Os07g30970,Metabolic Pathways,KEGG
LOC_Os07g31300,Metabolic Pathways,KEGG
LOC_Os07g31380,Metabolic Pathways,KEGG
LOC_Os07g31610,Metabolic Pathways,KEGG
LOC_Os07g32880,Metabolic Pathways,KEGG
LOC_Os07g34520,Metabolic Pathways,KEGG
LOC_Os07g34730,Metabolic Pathways,KEGG
LOC_Os07g36080,Metabolic Pathways,KEGG
LOC_Os07g36190,Metabolic Pathways,KEGG
LOC_Os07g37030,Metabolic Pathways,KEGG
LOC_Os07g37220,Metabolic Pathways,KEGG
LOC_Os07g37240,Metabolic Pathways,KEGG
LOC_Os07g37420,Metabolic Pathways,KEGG
LOC_Os07g37550,Metabolic Pathways,KEGG
LOC_Os07g38560,Metabolic Pathways,KEGG
LOC_Os07g38790,Metabolic Pathways,KEGG
LOC_Os07g38970,Metabolic Pathways,KEGG
LOC_Os07g39070,Metabolic Pathways,KEGG
LOC_Os07g39270,Metabolic Pathways,KEGG
LOC_Os07g39710,Metabolic Pathways,KEGG
LOC_Os07g41280,Metabolic Pathways,KEGG
LOC_Os07g42080,Metabolic Pathways,KEGG
LOC_Os07g42395,Metabolic Pathways,KEGG
LOC_Os07g42420,Metabolic Pathways,KEGG
LOC_Os07g42440,Metabolic Pathways,KEGG
LOC_Os07g42490,Metabolic Pathways,KEGG
LOC_Os07g42632,Metabolic Pathways,KEGG
LOC_Os07g42924,Metabolic Pathways,KEGG
LOC_Os07g42960,Metabolic Pathways,KEGG
LOC_Os07g43160,Metabolic Pathways,KEGG
LOC_Os07g43170,Metabolic Pathways,KEGG
LOC_Os07g43390,Metabolic Pathways,KEGG
LOC_Os07g43460,Metabolic Pathways,KEGG
LOC_Os07g43700,Metabolic Pathways,KEGG
LOC_Os07g44430,Metabolic Pathways,KEGG
LOC_Os07g44440,Metabolic Pathways,KEGG
LOC_Os07g44630,Metabolic Pathways,KEGG
LOC_Os07g44650,Metabolic Pathways,KEGG
LOC_Os07g44660,Metabolic Pathways,KEGG
LOC_Os07g45090,Metabolic Pathways,KEGG
LOC_Os07g46490,Metabolic Pathways,KEGG
LOC_Os07g46630,Metabolic Pathways,KEGG
LOC_Os07g46640,Metabolic Pathways,KEGG
LOC_Os07g46790,Metabolic Pathways,KEGG
LOC_Os07g47280,Metabolic Pathways,KEGG
LOC_Os07g47290,Metabolic Pathways,KEGG
LOC_Os07g47820,Metabolic Pathways,KEGG
LOC_Os07g47990,Metabolic Pathways,KEGG
LOC_Os07g48030,Metabolic Pathways,KEGG
LOC_Os07g49250,Metabolic Pathways,KEGG
LOC_Os07g49270,Metabolic Pathways,KEGG
LOC_Os07g49330,Metabolic Pathways,KEGG
LOC_Os07g49360,Metabolic Pathways,KEGG
LOC_Os07g49390,Metabolic Pathways,KEGG
LOC_Os07g49520,Metabolic Pathways,KEGG
LOC_Os08g01770,Metabolic Pathways,KEGG
LOC_Os08g02110,Metabolic Pathways,KEGG
LOC_Os08g02120,Metabolic Pathways,KEGG
LOC_Os08g02630,Metabolic Pathways,KEGG
LOC_Os08g02640,Metabolic Pathways,KEGG
LOC_Os08g02700,Metabolic Pathways,KEGG
LOC_Os08g03290,Metabolic Pathways,KEGG
LOC_Os08g03570,Metabolic Pathways,KEGG
LOC_Os08g04180,Metabolic Pathways,KEGG
LOC_Os08g04540,Metabolic Pathways,KEGG
LOC_Os08g04560,Metabolic Pathways,KEGG
LOC_Os08g05570,Metabolic Pathways,KEGG
LOC_Os08g05830,Metabolic Pathways,KEGG
LOC_Os08g06430,Metabolic Pathways,KEGG
LOC_Os08g06620,Metabolic Pathways,KEGG
LOC_Os08g07840,Metabolic Pathways,KEGG
LOC_Os08g07850,Metabolic Pathways,KEGG
LOC_Os08g09210,Metabolic Pathways,KEGG
LOC_Os08g10020,Metabolic Pathways,KEGG
LOC_Os08g10570,Metabolic Pathways,KEGG
LOC_Os08g10600,Metabolic Pathways,KEGG
LOC_Os08g12830,Metabolic Pathways,KEGG
LOC_Os08g14760,Metabolic Pathways,KEGG
LOC_Os08g14770,Metabolic Pathways,KEGG
LOC_Os08g14860,Metabolic Pathways,KEGG
LOC_Os08g15030,Metabolic Pathways,KEGG
LOC_Os08g15170,Metabolic Pathways,KEGG
LOC_Os08g19140,Metabolic Pathways,KEGG
LOC_Os08g20420,Metabolic Pathways,KEGG
LOC_Os08g20660,Metabolic Pathways,KEGG
LOC_Os08g20730,Metabolic Pathways,KEGG
LOC_Os08g21590,Metabolic Pathways,KEGG
LOC_Os08g23150,Metabolic Pathways,KEGG
LOC_Os08g23320,Metabolic Pathways,KEGG
LOC_Os08g23730,Metabolic Pathways,KEGG
LOC_Os08g23810,Metabolic Pathways,KEGG
LOC_Os08g25390,Metabolic Pathways,KEGG
LOC_Os08g25734,Metabolic Pathways,KEGG
LOC_Os08g25890,Metabolic Pathways,KEGG
LOC_Os08g27840,Metabolic Pathways,KEGG
LOC_Os08g28730,Metabolic Pathways,KEGG
LOC_Os08g29900,Metabolic Pathways,KEGG
LOC_Os08g31980,Metabolic Pathways,KEGG
LOC_Os08g32850,Metabolic Pathways,KEGG
LOC_Os08g33720,Metabolic Pathways,KEGG
LOC_Os08g34050,Metabolic Pathways,KEGG
LOC_Os08g34210,Metabolic Pathways,KEGG
LOC_Os08g34280,Metabolic Pathways,KEGG
LOC_Os08g34580,Metabolic Pathways,KEGG
LOC_Os08g34790,Metabolic Pathways,KEGG
LOC_Os08g34900,Metabolic Pathways,KEGG
LOC_Os08g35740,Metabolic Pathways,KEGG
LOC_Os08g36320,Metabolic Pathways,KEGG
LOC_Os08g36900,Metabolic Pathways,KEGG
LOC_Os08g37320,Metabolic Pathways,KEGG
LOC_Os08g37380,Metabolic Pathways,KEGG
LOC_Os08g37790,Metabolic Pathways,KEGG
LOC_Os08g38720,Metabolic Pathways,KEGG
LOC_Os08g39160,Metabolic Pathways,KEGG
LOC_Os08g39300,Metabolic Pathways,KEGG
LOC_Os08g39840,Metabolic Pathways,KEGG
LOC_Os08g39850,Metabolic Pathways,KEGG
LOC_Os08g39860,Metabolic Pathways,KEGG
LOC_Os08g40180,Metabolic Pathways,KEGG
LOC_Os08g41790,Metabolic Pathways,KEGG
LOC_Os08g41990,Metabolic Pathways,KEGG
LOC_Os08g42030,Metabolic Pathways,KEGG
LOC_Os08g42410,Metabolic Pathways,KEGG
LOC_Os08g42730,Metabolic Pathways,KEGG
LOC_Os08g43170,Metabolic Pathways,KEGG
LOC_Os08g43190,Metabolic Pathways,KEGG
LOC_Os08g43370,Metabolic Pathways,KEGG
LOC_Os08g44210,Metabolic Pathways,KEGG
LOC_Os08g44250,Metabolic Pathways,KEGG
LOC_Os08g44340,Metabolic Pathways,KEGG
LOC_Os08g44530,Metabolic Pathways,KEGG
LOC_Os08g44680,Metabolic Pathways,KEGG
LOC_Os08g44810,Metabolic Pathways,KEGG
LOC_Os08g44860,Metabolic Pathways,KEGG
LOC_Os09g02284,Metabolic Pathways,KEGG
LOC_Os09g04050,Metabolic Pathways,KEGG
LOC_Os09g04730,Metabolic Pathways,KEGG
LOC_Os09g07830,Metabolic Pathways,KEGG
LOC_Os09g08072,Metabolic Pathways,KEGG
LOC_Os09g08130,Metabolic Pathways,KEGG
LOC_Os09g10600,Metabolic Pathways,KEGG
LOC_Os09g12290,Metabolic Pathways,KEGG
LOC_Os09g12560,Metabolic Pathways,KEGG
LOC_Os09g12660,Metabolic Pathways,KEGG
LOC_Os09g14670,Metabolic Pathways,KEGG
LOC_Os09g15420,Metabolic Pathways,KEGG
LOC_Os09g15500,Metabolic Pathways,KEGG
LOC_Os09g17740,Metabolic Pathways,KEGG
LOC_Os09g20390,Metabolic Pathways,KEGG
LOC_Os09g20440,Metabolic Pathways,KEGG
LOC_Os09g20820,Metabolic Pathways,KEGG
LOC_Os09g22090,Metabolic Pathways,KEGG
LOC_Os09g23070,Metabolic Pathways,KEGG
LOC_Os09g23350,Metabolic Pathways,KEGG
LOC_Os09g23540,Metabolic Pathways,KEGG
LOC_Os09g24910,Metabolic Pathways,KEGG
LOC_Os09g25314,Metabolic Pathways,KEGG
LOC_Os09g25390,Metabolic Pathways,KEGG
LOC_Os09g25580,Metabolic Pathways,KEGG
LOC_Os09g25620,Metabolic Pathways,KEGG
LOC_Os09g26380,Metabolic Pathways,KEGG
LOC_Os09g26700,Metabolic Pathways,KEGG
LOC_Os09g26880,Metabolic Pathways,KEGG
LOC_Os09g27420,Metabolic Pathways,KEGG
LOC_Os09g27750,Metabolic Pathways,KEGG
LOC_Os09g27820,Metabolic Pathways,KEGG
LOC_Os09g29070,Metabolic Pathways,KEGG
LOC_Os09g29190,Metabolic Pathways,KEGG
LOC_Os09g29490,Metabolic Pathways,KEGG
LOC_Os09g30240,Metabolic Pathways,KEGG
LOC_Os09g30340,Metabolic Pathways,KEGG
LOC_Os09g31430,Metabolic Pathways,KEGG
LOC_Os09g31970,Metabolic Pathways,KEGG
LOC_Os09g32670,Metabolic Pathways,KEGG
LOC_Os09g32810,Metabolic Pathways,KEGG
LOC_Os09g32820,Metabolic Pathways,KEGG
LOC_Os09g32964,Metabolic Pathways,KEGG
LOC_Os09g33500,Metabolic Pathways,KEGG
LOC_Os09g34850,Metabolic Pathways,KEGG
LOC_Os09g34960,Metabolic Pathways,KEGG
LOC_Os09g35800,Metabolic Pathways,KEGG
LOC_Os09g35970,Metabolic Pathways,KEGG
LOC_Os09g36060,Metabolic Pathways,KEGG
LOC_Os09g36270,Metabolic Pathways,KEGG
LOC_Os09g36450,Metabolic Pathways,KEGG
LOC_Os09g36800,Metabolic Pathways,KEGG
LOC_Os09g37100,Metabolic Pathways,KEGG
LOC_Os09g37120,Metabolic Pathways,KEGG
LOC_Os09g38030,Metabolic Pathways,KEGG
LOC_Os09g38060,Metabolic Pathways,KEGG
LOC_Os09g38320,Metabolic Pathways,KEGG
LOC_Os09g38759,Metabolic Pathways,KEGG
LOC_Os09g39230,Metabolic Pathways,KEGG
LOC_Os09g39380,Metabolic Pathways,KEGG
LOC_Os09g39490,Metabolic Pathways,KEGG
LOC_Os09g39570,Metabolic Pathways,KEGG
LOC_Os10g01480,Metabolic Pathways,KEGG
LOC_Os10g01570,Metabolic Pathways,KEGG
LOC_Os10g02040,Metabolic Pathways,KEGG
LOC_Os10g02070,Metabolic Pathways,KEGG
LOC_Os10g07229,Metabolic Pathways,KEGG
LOC_Os10g08474,Metabolic Pathways,KEGG
LOC_Os10g08550,Metabolic Pathways,KEGG
LOC_Os10g08940,Metabolic Pathways,KEGG
LOC_Os10g10500,Metabolic Pathways,KEGG
LOC_Os10g11140,Metabolic Pathways,KEGG
LOC_Os10g11200,Metabolic Pathways,KEGG
LOC_Os10g13700,Metabolic Pathways,KEGG
LOC_Os10g14814,Metabolic Pathways,KEGG
LOC_Os10g17260,Metabolic Pathways,KEGG
LOC_Os10g17280,Metabolic Pathways,KEGG
LOC_Os10g17650,Metabolic Pathways,KEGG
LOC_Os10g17990,Metabolic Pathways,KEGG
LOC_Os10g18220,Metabolic Pathways,KEGG
LOC_Os10g22380,Metabolic Pathways,KEGG
LOC_Os10g22450,Metabolic Pathways,KEGG
LOC_Os10g23900,Metabolic Pathways,KEGG
LOC_Os10g24810,Metabolic Pathways,KEGG
LOC_Os10g25130,Metabolic Pathways,KEGG
LOC_Os10g25140,Metabolic Pathways,KEGG
LOC_Os10g25950,Metabolic Pathways,KEGG
LOC_Os10g26010,Metabolic Pathways,KEGG
LOC_Os10g26110,Metabolic Pathways,KEGG
LOC_Os10g26570,Metabolic Pathways,KEGG
LOC_Os10g26680,Metabolic Pathways,KEGG
LOC_Os10g27340,Metabolic Pathways,KEGG
LOC_Os10g28200,Metabolic Pathways,KEGG
LOC_Os10g28350,Metabolic Pathways,KEGG
LOC_Os10g28370,Metabolic Pathways,KEGG
LOC_Os10g28630,Metabolic Pathways,KEGG
LOC_Os10g29470,Metabolic Pathways,KEGG
LOC_Os10g30156,Metabolic Pathways,KEGG
LOC_Os10g31780,Metabolic Pathways,KEGG
LOC_Os10g31940,Metabolic Pathways,KEGG
LOC_Os10g31950,Metabolic Pathways,KEGG
LOC_Os10g32348,Metabolic Pathways,KEGG
LOC_Os10g32730,Metabolic Pathways,KEGG
LOC_Os10g33800,Metabolic Pathways,KEGG
LOC_Os10g35170,Metabolic Pathways,KEGG
LOC_Os10g35370,Metabolic Pathways,KEGG
LOC_Os10g35390,Metabolic Pathways,KEGG
LOC_Os10g35840,Metabolic Pathways,KEGG
LOC_Os10g35940,Metabolic Pathways,KEGG
LOC_Os10g35960,Metabolic Pathways,KEGG
LOC_Os10g36848,Metabolic Pathways,KEGG
LOC_Os10g37110,Metabolic Pathways,KEGG
LOC_Os10g37660,Metabolic Pathways,KEGG
LOC_Os10g38060,Metabolic Pathways,KEGG
LOC_Os10g39170,Metabolic Pathways,KEGG
LOC_Os10g39810,Metabolic Pathways,KEGG
LOC_Os10g39930,Metabolic Pathways,KEGG
LOC_Os10g40360,Metabolic Pathways,KEGG
LOC_Os10g40540,Metabolic Pathways,KEGG
LOC_Os10g40550,Metabolic Pathways,KEGG
LOC_Os10g41150,Metabolic Pathways,KEGG
LOC_Os10g41340,Metabolic Pathways,KEGG
LOC_Os10g41410,Metabolic Pathways,KEGG
LOC_Os10g41480,Metabolic Pathways,KEGG
LOC_Os10g41550,Metabolic Pathways,KEGG
LOC_Os10g41760,Metabolic Pathways,KEGG
LOC_Os10g41780,Metabolic Pathways,KEGG
LOC_Os10g41950,Metabolic Pathways,KEGG
LOC_Os10g42100,Metabolic Pathways,KEGG
LOC_Os10g42550,Metabolic Pathways,KEGG
LOC_Os10g42720,Metabolic Pathways,KEGG
LOC_Os10g42790,Metabolic Pathways,KEGG
LOC_Os10g42840,Metabolic Pathways,KEGG
LOC_Os11g02130,Metabolic Pathways,KEGG
LOC_Os11g03050,Metabolic Pathways,KEGG
LOC_Os11g04320,Metabolic Pathways,KEGG
LOC_Os11g04730,Metabolic Pathways,KEGG
LOC_Os11g04740,Metabolic Pathways,KEGG
LOC_Os11g04980,Metabolic Pathways,KEGG
LOC_Os11g05110,Metabolic Pathways,KEGG
LOC_Os11g05260,Metabolic Pathways,KEGG
LOC_Os11g06340,Metabolic Pathways,KEGG
LOC_Os11g06880,Metabolic Pathways,KEGG
LOC_Os11g06890,Metabolic Pathways,KEGG
LOC_Os11g07020,Metabolic Pathways,KEGG
LOC_Os11g08300,Metabolic Pathways,KEGG
LOC_Os11g08330,Metabolic Pathways,KEGG
LOC_Os11g08380,Metabolic Pathways,KEGG
LOC_Os11g08940,Metabolic Pathways,KEGG
LOC_Os11g10480,Metabolic Pathways,KEGG
LOC_Os11g10510,Metabolic Pathways,KEGG
LOC_Os11g10520,Metabolic Pathways,KEGG
LOC_Os11g11050,Metabolic Pathways,KEGG
LOC_Os11g11060,Metabolic Pathways,KEGG
LOC_Os11g11110,Metabolic Pathways,KEGG
LOC_Os11g13890,Metabolic Pathways,KEGG
LOC_Os11g16370,Metabolic Pathways,KEGG
LOC_Os11g26850,Metabolic Pathways,KEGG
LOC_Os11g26860,Metabolic Pathways,KEGG
LOC_Os11g29370,Metabolic Pathways,KEGG
LOC_Os11g29390,Metabolic Pathways,KEGG
LOC_Os11g29400,Metabolic Pathways,KEGG
LOC_Os11g31640,Metabolic Pathways,KEGG
LOC_Os11g32240,Metabolic Pathways,KEGG
LOC_Os11g32650,Metabolic Pathways,KEGG
LOC_Os11g33240,Metabolic Pathways,KEGG
LOC_Os11g34210,Metabolic Pathways,KEGG
LOC_Os11g35040,Metabolic Pathways,KEGG
LOC_Os11g35400,Metabolic Pathways,KEGG
LOC_Os11g36440,Metabolic Pathways,KEGG
LOC_Os11g37890,Metabolic Pathways,KEGG
LOC_Os11g38810,Metabolic Pathways,KEGG
LOC_Os11g39220,Metabolic Pathways,KEGG
LOC_Os11g40080,Metabolic Pathways,KEGG
LOC_Os11g40090,Metabolic Pathways,KEGG
LOC_Os11g41160,Metabolic Pathways,KEGG
LOC_Os11g41650,Metabolic Pathways,KEGG
LOC_Os11g41900,Metabolic Pathways,KEGG
LOC_Os11g42350,Metabolic Pathways,KEGG
LOC_Os11g42510,Metabolic Pathways,KEGG
LOC_Os11g43820,Metabolic Pathways,KEGG
LOC_Os11g43980,Metabolic Pathways,KEGG
LOC_Os11g45400,Metabolic Pathways,KEGG
LOC_Os11g48020,Metabolic Pathways,KEGG
LOC_Os12g01160,Metabolic Pathways,KEGG
LOC_Os12g02080,Metabolic Pathways,KEGG
LOC_Os12g02820,Metabolic Pathways,KEGG
LOC_Os12g04020,Metabolic Pathways,KEGG
LOC_Os12g04440,Metabolic Pathways,KEGG
LOC_Os12g04510,Metabolic Pathways,KEGG
LOC_Os12g04520,Metabolic Pathways,KEGG
LOC_Os12g04700,Metabolic Pathways,KEGG
LOC_Os12g04990,Metabolic Pathways,KEGG
LOC_Os12g05110,Metabolic Pathways,KEGG
LOC_Os12g07110,Metabolic Pathways,KEGG
LOC_Os12g07140,Metabolic Pathways,KEGG
LOC_Os12g07980,Metabolic Pathways,KEGG
LOC_Os12g08170,Metabolic Pathways,KEGG
LOC_Os12g08260,Metabolic Pathways,KEGG
LOC_Os12g08270,Metabolic Pathways,KEGG
LOC_Os12g08280,Metabolic Pathways,KEGG
LOC_Os12g08770,Metabolic Pathways,KEGG
LOC_Os12g08810,Metabolic Pathways,KEGG
LOC_Os12g08920,Metabolic Pathways,KEGG
LOC_Os12g09000,Metabolic Pathways,KEGG
LOC_Os12g09280,Metabolic Pathways,KEGG
LOC_Os12g09540,Metabolic Pathways,KEGG
LOC_Os12g10570,Metabolic Pathways,KEGG
LOC_Os12g10580,Metabolic Pathways,KEGG
LOC_Os12g10784,Metabolic Pathways,KEGG
LOC_Os12g13320,Metabolic Pathways,KEGG
LOC_Os12g13380,Metabolic Pathways,KEGG
LOC_Os12g13930,Metabolic Pathways,KEGG
LOC_Os12g13950,Metabolic Pathways,KEGG
LOC_Os12g16200,Metabolic Pathways,KEGG
LOC_Os12g16350,Metabolic Pathways,KEGG
LOC_Os12g17070,Metabolic Pathways,KEGG
LOC_Os12g17600,Metabolic Pathways,KEGG
LOC_Os12g18900,Metabolic Pathways,KEGG
LOC_Os12g19381,Metabolic Pathways,KEGG
LOC_Os12g19381,Metabolic Pathways,KEGG
LOC_Os12g19470,Metabolic Pathways,KEGG
LOC_Os12g21710,Metabolic Pathways,KEGG
LOC_Os12g22030,Metabolic Pathways,KEGG
LOC_Os12g23200,Metabolic Pathways,KEGG
LOC_Os12g24650,Metabolic Pathways,KEGG
LOC_Os12g24800,Metabolic Pathways,KEGG
LOC_Os12g25690,Metabolic Pathways,KEGG
LOC_Os12g25700,Metabolic Pathways,KEGG
LOC_Os12g29760,Metabolic Pathways,KEGG
LOC_Os12g31480,Metabolic Pathways,KEGG
LOC_Os12g31820,Metabolic Pathways,KEGG
LOC_Os12g32230,Metabolic Pathways,KEGG
LOC_Os12g32850,Metabolic Pathways,KEGG
LOC_Os12g34524,Metabolic Pathways,KEGG
LOC_Os12g35580,Metabolic Pathways,KEGG
LOC_Os12g36194,Metabolic Pathways,KEGG
LOC_Os12g36950,Metabolic Pathways,KEGG
LOC_Os12g37260,Metabolic Pathways,KEGG
LOC_Os12g37350,Metabolic Pathways,KEGG
LOC_Os12g37370,Metabolic Pathways,KEGG
LOC_Os12g37660,Metabolic Pathways,KEGG
LOC_Os12g37870,Metabolic Pathways,KEGG
LOC_Os12g37960,Metabolic Pathways,KEGG
LOC_Os12g38780,Metabolic Pathways,KEGG
LOC_Os12g39340,Metabolic Pathways,KEGG
LOC_Os12g39860,Metabolic Pathways,KEGG
LOC_Os12g40440,Metabolic Pathways,KEGG
LOC_Os12g40500,Metabolic Pathways,KEGG
LOC_Os12g40830,Metabolic Pathways,KEGG
LOC_Os12g41250,Metabolic Pathways,KEGG
LOC_Os12g41390,Metabolic Pathways,KEGG
LOC_Os12g41500,Metabolic Pathways,KEGG
LOC_Os12g41780,Metabolic Pathways,KEGG
LOC_Os12g42090,Metabolic Pathways,KEGG
LOC_Os12g42230,Metabolic Pathways,KEGG
LOC_Os12g42876,Metabolic Pathways,KEGG
LOC_Os12g42884,Metabolic Pathways,KEGG
LOC_Os12g42980,Metabolic Pathways,KEGG
LOC_Os12g43130,Metabolic Pathways,KEGG
LOC_Os12g43630,Metabolic Pathways,KEGG
LOC_Os12g43664,Metabolic Pathways,KEGG
LOC_Os07g01450,Metabolic Pathways,KEGG
LOC_Os06g44540,Metabolic Pathways,KEGG
LOC_Os06g14620,Metabolic Pathways,KEGG
LOC_Os06g13050,Metabolic Pathways,KEGG
LOC_Os03g24160,Metabolic Pathways,KEGG
LOC_Os04g53630,Metabolic Pathways,KEGG
LOC_Os05g45880,Metabolic Pathways,KEGG
LOC_Os06g46372,Metabolic Pathways,KEGG
LOC_Os06g12250,Metabolic Pathways,KEGG
LOC_Os01g58610,Metabolic Pathways,KEGG
LOC_Os05g22370,Metabolic Pathways,KEGG
LOC_Os02g04725,Metabolic Pathways,KEGG
LOC_Os03g59290,Metabolic Pathways,KEGG
LOC_Os01g34614,Metabolic Pathways,KEGG
LOC_Os09g23820,Metabolic Pathways,KEGG
LOC_Os12g42280,Metabolic Pathways,KEGG
LOC_Os04g41040,Metabolic Pathways,KEGG
LOC_Os08g37140,Metabolic Pathways,KEGG
LOC_Os11g28980,Metabolic Pathways,KEGG
LOC_Os03g02570,Metabolic Pathways,KEGG
LOC_Os07g36465,Metabolic Pathways,KEGG
LOC_Os02g51420,Metabolic Pathways,KEGG
LOC_Os12g34380,Metabolic Pathways,KEGG
LOC_Os01g14630,Metabolic Pathways,KEGG
LOC_Os08g36330,Metabolic Pathways,KEGG
LOC_Os01g32364,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g06660,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g49320,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g46610,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g39860,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g39960,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g50760,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g16940,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g16960,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g13190,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g74520,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g48960,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g48990,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g16900,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g05670,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g05694,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g05720,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g05744,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g73170,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g73200,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g52450,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g56610,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g63830,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g65410,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g63260,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g66500,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g66700,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g67860,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g64110,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g64660,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g15810,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g15830,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g18860,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g16520,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g05490,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g46380,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g27750,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g11270,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g11300,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g56380,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g55540,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g04260,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g27490,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g71990,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g19450,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g03710,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g02880,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g02020,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g01710,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g16020,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g46070,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g16350,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g01369,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g71320,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g53930,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g43390,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g12560,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g09460,Biosynthesis Of Secondary Metabolites,KEGG
LOC_Os01g23610,Biosynthesis Of Secondary Metabolites,KEGG
