Gene,Gene Set Name,Category
LOC_Os10g28200,Amino Sugar And Nucleotide Sugar Metabolism,KEGG
LOC_Os11g03730,Amino Sugar And Nucleotide Sugar Metabolism,KEGG
LOC_Os11g11060,Amino Sugar And Nucleotide Sugar Metabolism,KEGG
LOC_Os11g37890,Amino Sugar And Nucleotide Sugar Metabolism,KEGG
LOC_Os11g38810,Amino Sugar And Nucleotide Sugar Metabolism,KEGG
LOC_Os12g03470,Amino Sugar And Nucleotide Sugar Metabolism,KEGG
LOC_Os12g25690,Amino Sugar And Nucleotide Sugar Metabolism,KEGG
LOC_Os12g25700,Amino Sugar And Nucleotide Sugar Metabolism,KEGG
LOC_Os12g38930,Amino Sugar And Nucleotide Sugar Metabolism,KEGG
LOC_Os02g45540,Amino Sugar And Nucleotide Sugar Metabolism,KEGG
LOC_Os01g66700,Glycosaminoglycan Degradation,KEGG
LOC_Os01g70550,Glycosaminoglycan Degradation,KEGG
LOC_Os03g11980,Glycosaminoglycan Degradation,KEGG
LOC_Os05g02510,Glycosaminoglycan Degradation,KEGG
LOC_Os05g34320,Glycosaminoglycan Degradation,KEGG
LOC_Os05g46200,Glycosaminoglycan Degradation,KEGG
LOC_Os07g38790,Glycosaminoglycan Degradation,KEGG
LOC_Os01g48990,Glycerolipid Metabolism,KEGG
LOC_Os01g63580,Glycerolipid Metabolism,KEGG
LOC_Os01g04920,Glycerolipid Metabolism,KEGG
LOC_Os01g44069,Glycerolipid Metabolism,KEGG
LOC_Os01g22560,Glycerolipid Metabolism,KEGG
LOC_Os01g55650,Glycerolipid Metabolism,KEGG
LOC_Os01g57360,Glycerolipid Metabolism,KEGG
LOC_Os02g33580,Glycerolipid Metabolism,KEGG
LOC_Os02g43194,Glycerolipid Metabolism,KEGG
LOC_Os02g43280,Glycerolipid Metabolism,KEGG
LOC_Os02g45344,Glycerolipid Metabolism,KEGG
LOC_Os02g49720,Glycerolipid Metabolism,KEGG
LOC_Os02g55910,Glycerolipid Metabolism,KEGG
LOC_Os03g11560,Glycerolipid Metabolism,KEGG
LOC_Os03g15840,Glycerolipid Metabolism,KEGG
LOC_Os03g16140,Glycerolipid Metabolism,KEGG
LOC_Os03g59620,Glycerolipid Metabolism,KEGG
LOC_Os04g34000,Glycerolipid Metabolism,KEGG
LOC_Os04g45720,Glycerolipid Metabolism,KEGG
LOC_Os04g55410,Glycerolipid Metabolism,KEGG
LOC_Os05g10810,Glycerolipid Metabolism,KEGG
LOC_Os05g32140,Glycerolipid Metabolism,KEGG
LOC_Os05g38230,Glycerolipid Metabolism,KEGG
LOC_Os05g38350,Glycerolipid Metabolism,KEGG
LOC_Os05g42270,Glycerolipid Metabolism,KEGG
LOC_Os06g15990,Glycerolipid Metabolism,KEGG
LOC_Os07g34730,Glycerolipid Metabolism,KEGG
LOC_Os07g48160,Glycerolipid Metabolism,KEGG
LOC_Os08g20420,Glycerolipid Metabolism,KEGG
LOC_Os09g25580,Glycerolipid Metabolism,KEGG
LOC_Os09g26880,Glycerolipid Metabolism,KEGG
LOC_Os09g27210,Glycerolipid Metabolism,KEGG
LOC_Os10g35110,Glycerolipid Metabolism,KEGG
LOC_Os10g35390,Glycerolipid Metabolism,KEGG
LOC_Os10g42720,Glycerolipid Metabolism,KEGG
LOC_Os11g08300,Glycerolipid Metabolism,KEGG
LOC_Os11g40080,Glycerolipid Metabolism,KEGG
LOC_Os11g41900,Glycerolipid Metabolism,KEGG
LOC_Os11g45400,Glycerolipid Metabolism,KEGG
LOC_Os12g38780,Glycerolipid Metabolism,KEGG
LOC_Os01g05490,Inositol Phosphate Metabolism,KEGG
LOC_Os01g72520,Inositol Phosphate Metabolism,KEGG
LOC_Os01g01190,Inositol Phosphate Metabolism,KEGG
LOC_Os01g62420,Inositol Phosphate Metabolism,KEGG
LOC_Os02g03110,Inositol Phosphate Metabolism,KEGG
LOC_Os02g07350,Inositol Phosphate Metabolism,KEGG
LOC_Os02g26720,Inositol Phosphate Metabolism,KEGG
LOC_Os02g32370,Inositol Phosphate Metabolism,KEGG
LOC_Os02g57660,Inositol Phosphate Metabolism,KEGG
LOC_Os03g09250,Inositol Phosphate Metabolism,KEGG
LOC_Os03g12840,Inositol Phosphate Metabolism,KEGG
LOC_Os03g18000,Inositol Phosphate Metabolism,KEGG
LOC_Os03g39000,Inositol Phosphate Metabolism,KEGG
LOC_Os03g49510,Inositol Phosphate Metabolism,KEGG
LOC_Os03g49800,Inositol Phosphate Metabolism,KEGG
LOC_Os03g50320,Inositol Phosphate Metabolism,KEGG
LOC_Os03g51610,Inositol Phosphate Metabolism,KEGG
LOC_Os03g54240,Inositol Phosphate Metabolism,KEGG
LOC_Os03g61130,Inositol Phosphate Metabolism,KEGG
LOC_Os03g63580,Inositol Phosphate Metabolism,KEGG
LOC_Os04g56580,Inositol Phosphate Metabolism,KEGG
LOC_Os04g59540,Inositol Phosphate Metabolism,KEGG
LOC_Os05g03610,Inositol Phosphate Metabolism,KEGG
LOC_Os05g08810,Inositol Phosphate Metabolism,KEGG
LOC_Os06g29650,Inositol Phosphate Metabolism,KEGG
LOC_Os06g36560,Inositol Phosphate Metabolism,KEGG
LOC_Os07g09060,Inositol Phosphate Metabolism,KEGG
LOC_Os07g46490,Inositol Phosphate Metabolism,KEGG
LOC_Os07g49330,Inositol Phosphate Metabolism,KEGG
LOC_Os08g01390,Inositol Phosphate Metabolism,KEGG
LOC_Os08g21590,Inositol Phosphate Metabolism,KEGG
LOC_Os08g33200,Inositol Phosphate Metabolism,KEGG
LOC_Os08g34950,Inositol Phosphate Metabolism,KEGG
LOC_Os09g10650,Inositol Phosphate Metabolism,KEGG
LOC_Os09g36450,Inositol Phosphate Metabolism,KEGG
LOC_Os10g01480,Inositol Phosphate Metabolism,KEGG
LOC_Os10g22450,Inositol Phosphate Metabolism,KEGG
LOC_Os10g42550,Inositol Phosphate Metabolism,KEGG
LOC_Os12g04700,Inositol Phosphate Metabolism,KEGG
LOC_Os12g08270,Inositol Phosphate Metabolism,KEGG
LOC_Os12g08280,Inositol Phosphate Metabolism,KEGG
LOC_Os12g21890,Inositol Phosphate Metabolism,KEGG
LOC_Os03g24160,Inositol Phosphate Metabolism,KEGG
LOC_Os12g13440,Inositol Phosphate Metabolism,KEGG
LOC_Os01g39810,Glycosylphosphatidylinositol(Gpi)-Anchor Biosynthe,KEGG
LOC_Os01g48980,Glycosylphosphatidylinositol(Gpi)-Anchor Biosynthe,KEGG
LOC_Os01g67960,Glycosylphosphatidylinositol(Gpi)-Anchor Biosynthe,KEGG
LOC_Os02g12740,Glycosylphosphatidylinositol(Gpi)-Anchor Biosynthe,KEGG
LOC_Os02g37050,Glycosylphosphatidylinositol(Gpi)-Anchor Biosynthe,KEGG
LOC_Os02g40870,Glycosylphosphatidylinositol(Gpi)-Anchor Biosynthe,KEGG
LOC_Os02g46350,Glycosylphosphatidylinositol(Gpi)-Anchor Biosynthe,KEGG
LOC_Os03g03690,Glycosylphosphatidylinositol(Gpi)-Anchor Biosynthe,KEGG
LOC_Os03g26090,Glycosylphosphatidylinositol(Gpi)-Anchor Biosynthe,KEGG
LOC_Os03g46750,Glycosylphosphatidylinositol(Gpi)-Anchor Biosynthe,KEGG
LOC_Os04g58210,Glycosylphosphatidylinositol(Gpi)-Anchor Biosynthe,KEGG
LOC_Os05g07260,Glycosylphosphatidylinositol(Gpi)-Anchor Biosynthe,KEGG
LOC_Os10g08940,Glycosylphosphatidylinositol(Gpi)-Anchor Biosynthe,KEGG
LOC_Os10g41950,Glycosylphosphatidylinositol(Gpi)-Anchor Biosynthe,KEGG
LOC_Os12g31480,Glycosylphosphatidylinositol(Gpi)-Anchor Biosynthe,KEGG
LOC_Os12g40500,Glycosylphosphatidylinositol(Gpi)-Anchor Biosynthe,KEGG
LOC_Os05g22370,Glycosylphosphatidylinositol(Gpi)-Anchor Biosynthe,KEGG
LOC_Os02g04725,Glycosylphosphatidylinositol(Gpi)-Anchor Biosynthe,KEGG
LOC_Os11g28980,Glycosylphosphatidylinositol(Gpi)-Anchor Biosynthe,KEGG
LOC_Os01g63580,Glycerophospholipid Metabolism,KEGG
LOC_Os01g55360,Glycerophospholipid Metabolism,KEGG
LOC_Os01g72520,Glycerophospholipid Metabolism,KEGG
LOC_Os01g57930,Glycerophospholipid Metabolism,KEGG
LOC_Os01g01190,Glycerophospholipid Metabolism,KEGG
LOC_Os01g44069,Glycerophospholipid Metabolism,KEGG
LOC_Os01g70570,Glycerophospholipid Metabolism,KEGG
LOC_Os01g22560,Glycerophospholipid Metabolism,KEGG
LOC_Os01g55650,Glycerophospholipid Metabolism,KEGG
LOC_Os01g55780,Glycerophospholipid Metabolism,KEGG
LOC_Os01g07960,Glycerophospholipid Metabolism,KEGG
LOC_Os01g07760,Glycerophospholipid Metabolism,KEGG
LOC_Os01g57360,Glycerophospholipid Metabolism,KEGG
LOC_Os02g02750,Glycerophospholipid Metabolism,KEGG
LOC_Os02g03110,Glycerophospholipid Metabolism,KEGG
LOC_Os02g07720,Glycerophospholipid Metabolism,KEGG
LOC_Os02g45344,Glycerophospholipid Metabolism,KEGG
LOC_Os03g01216,Glycerophospholipid Metabolism,KEGG
LOC_Os03g02740,Glycerophospholipid Metabolism,KEGG
LOC_Os03g17520,Glycerophospholipid Metabolism,KEGG
LOC_Os03g40670,Glycerophospholipid Metabolism,KEGG
LOC_Os03g50030,Glycerophospholipid Metabolism,KEGG
LOC_Os03g59620,Glycerophospholipid Metabolism,KEGG
LOC_Os03g61130,Glycerophospholipid Metabolism,KEGG
LOC_Os03g63580,Glycerophospholipid Metabolism,KEGG
LOC_Os04g14790,Glycerophospholipid Metabolism,KEGG
LOC_Os04g57150,Glycerophospholipid Metabolism,KEGG
LOC_Os04g57370,Glycerophospholipid Metabolism,KEGG
LOC_Os05g07880,Glycerophospholipid Metabolism,KEGG
LOC_Os05g28960,Glycerophospholipid Metabolism,KEGG
LOC_Os05g38350,Glycerophospholipid Metabolism,KEGG
LOC_Os05g42270,Glycerophospholipid Metabolism,KEGG
LOC_Os05g48060,Glycerophospholipid Metabolism,KEGG
LOC_Os06g29650,Glycerophospholipid Metabolism,KEGG
LOC_Os06g40170,Glycerophospholipid Metabolism,KEGG
LOC_Os06g40180,Glycerophospholipid Metabolism,KEGG
LOC_Os06g40190,Glycerophospholipid Metabolism,KEGG
LOC_Os06g49790,Glycerophospholipid Metabolism,KEGG
LOC_Os07g15680,Glycerophospholipid Metabolism,KEGG
LOC_Os07g34730,Glycerophospholipid Metabolism,KEGG
LOC_Os08g12830,Glycerophospholipid Metabolism,KEGG
LOC_Os09g25390,Glycerophospholipid Metabolism,KEGG
LOC_Os09g26700,Glycerophospholipid Metabolism,KEGG
LOC_Os09g37100,Glycerophospholipid Metabolism,KEGG
LOC_Os10g17990,Glycerophospholipid Metabolism,KEGG
LOC_Os10g24810,Glycerophospholipid Metabolism,KEGG
LOC_Os10g35390,Glycerophospholipid Metabolism,KEGG
LOC_Os10g38060,Glycerophospholipid Metabolism,KEGG
LOC_Os10g42720,Glycerophospholipid Metabolism,KEGG
LOC_Os10g42790,Glycerophospholipid Metabolism,KEGG
LOC_Os11g03050,Glycerophospholipid Metabolism,KEGG
LOC_Os11g40080,Glycerophospholipid Metabolism,KEGG
LOC_Os11g41900,Glycerophospholipid Metabolism,KEGG
LOC_Os11g45400,Glycerophospholipid Metabolism,KEGG
LOC_Os12g02820,Glycerophospholipid Metabolism,KEGG
LOC_Os12g38780,Glycerophospholipid Metabolism,KEGG
LOC_Os05g45880,Glycerophospholipid Metabolism,KEGG
LOC_Os01g72520,Ether Lipid Metabolism,KEGG
LOC_Os01g01190,Ether Lipid Metabolism,KEGG
LOC_Os01g55650,Ether Lipid Metabolism,KEGG
LOC_Os01g07760,Ether Lipid Metabolism,KEGG
LOC_Os02g02750,Ether Lipid Metabolism,KEGG
LOC_Os02g45344,Ether Lipid Metabolism,KEGG
LOC_Os03g02740,Ether Lipid Metabolism,KEGG
LOC_Os03g50030,Ether Lipid Metabolism,KEGG
LOC_Os03g59620,Ether Lipid Metabolism,KEGG
LOC_Os03g61130,Ether Lipid Metabolism,KEGG
LOC_Os03g63580,Ether Lipid Metabolism,KEGG
LOC_Os05g07880,Ether Lipid Metabolism,KEGG
LOC_Os05g28960,Ether Lipid Metabolism,KEGG
LOC_Os06g40170,Ether Lipid Metabolism,KEGG
LOC_Os06g40180,Ether Lipid Metabolism,KEGG
LOC_Os06g40190,Ether Lipid Metabolism,KEGG
LOC_Os06g49790,Ether Lipid Metabolism,KEGG
LOC_Os07g15680,Ether Lipid Metabolism,KEGG
LOC_Os09g25390,Ether Lipid Metabolism,KEGG
LOC_Os09g37100,Ether Lipid Metabolism,KEGG
LOC_Os10g38060,Ether Lipid Metabolism,KEGG
LOC_Os01g05810,Arachidonic Acid Metabolism,KEGG
LOC_Os01g05820,Arachidonic Acid Metabolism,KEGG
LOC_Os01g55650,Arachidonic Acid Metabolism,KEGG
LOC_Os02g44500,Arachidonic Acid Metabolism,KEGG
LOC_Os03g24380,Arachidonic Acid Metabolism,KEGG
LOC_Os03g50030,Arachidonic Acid Metabolism,KEGG
LOC_Os03g59620,Arachidonic Acid Metabolism,KEGG
LOC_Os03g60460,Arachidonic Acid Metabolism,KEGG
LOC_Os04g17050,Arachidonic Acid Metabolism,KEGG
LOC_Os04g38450,Arachidonic Acid Metabolism,KEGG
LOC_Os04g46960,Arachidonic Acid Metabolism,KEGG
LOC_Os06g08670,Arachidonic Acid Metabolism,KEGG
LOC_Os01g55650,Linoleic Acid Metabolism,KEGG
LOC_Os02g10120,Linoleic Acid Metabolism,KEGG
LOC_Os03g08220,Linoleic Acid Metabolism,KEGG
LOC_Os03g49260,Linoleic Acid Metabolism,KEGG
LOC_Os03g49350,Linoleic Acid Metabolism,KEGG
LOC_Os03g49380,Linoleic Acid Metabolism,KEGG
LOC_Os03g50030,Linoleic Acid Metabolism,KEGG
LOC_Os03g52860,Linoleic Acid Metabolism,KEGG
LOC_Os03g59620,Linoleic Acid Metabolism,KEGG
LOC_Os05g23880,Linoleic Acid Metabolism,KEGG
LOC_Os08g39840,Linoleic Acid Metabolism,KEGG
LOC_Os08g39850,Linoleic Acid Metabolism,KEGG
LOC_Os11g36719,Linoleic Acid Metabolism,KEGG
LOC_Os12g37260,Linoleic Acid Metabolism,KEGG
LOC_Os12g37350,Linoleic Acid Metabolism,KEGG
LOC_Os01g06600,Alpha-Linolenic Acid Metabolism,KEGG
LOC_Os01g24680,Alpha-Linolenic Acid Metabolism,KEGG
LOC_Os01g55650,Alpha-Linolenic Acid Metabolism,KEGG
LOC_Os02g02000,Alpha-Linolenic Acid Metabolism,KEGG
LOC_Os02g10120,Alpha-Linolenic Acid Metabolism,KEGG
LOC_Os02g17390,Alpha-Linolenic Acid Metabolism,KEGG
LOC_Os02g35310,Alpha-Linolenic Acid Metabolism,KEGG
LOC_Os02g57260,Alpha-Linolenic Acid Metabolism,KEGG
LOC_Os03g04000,Alpha-Linolenic Acid Metabolism,KEGG
LOC_Os03g08220,Alpha-Linolenic Acid Metabolism,KEGG
LOC_Os03g32314,Alpha-Linolenic Acid Metabolism,KEGG
LOC_Os03g50030,Alpha-Linolenic Acid Metabolism,KEGG
LOC_Os03g55800,Alpha-Linolenic Acid Metabolism,KEGG
LOC_Os03g59620,Alpha-Linolenic Acid Metabolism,KEGG
LOC_Os05g07090,Alpha-Linolenic Acid Metabolism,KEGG
LOC_Os05g23880,Alpha-Linolenic Acid Metabolism,KEGG
LOC_Os06g01390,Alpha-Linolenic Acid Metabolism,KEGG
LOC_Os06g11210,Alpha-Linolenic Acid Metabolism,KEGG
LOC_Os06g11240,Alpha-Linolenic Acid Metabolism,KEGG
LOC_Os06g11290,Alpha-Linolenic Acid Metabolism,KEGG
LOC_Os06g23780,Alpha-Linolenic Acid Metabolism,KEGG
LOC_Os06g23870,Alpha-Linolenic Acid Metabolism,KEGG
LOC_Os06g24704,Alpha-Linolenic Acid Metabolism,KEGG
LOC_Os08g35740,Alpha-Linolenic Acid Metabolism,KEGG
LOC_Os08g39840,Alpha-Linolenic Acid Metabolism,KEGG
LOC_Os08g39850,Alpha-Linolenic Acid Metabolism,KEGG
LOC_Os10g31950,Alpha-Linolenic Acid Metabolism,KEGG
LOC_Os11g39220,Alpha-Linolenic Acid Metabolism,KEGG
LOC_Os12g26290,Alpha-Linolenic Acid Metabolism,KEGG
LOC_Os12g37260,Alpha-Linolenic Acid Metabolism,KEGG
LOC_Os12g37350,Alpha-Linolenic Acid Metabolism,KEGG
LOC_Os01g72340,Sphingolipid Metabolism,KEGG
LOC_Os01g01080,Sphingolipid Metabolism,KEGG
LOC_Os01g43520,Sphingolipid Metabolism,KEGG
LOC_Os01g70370,Sphingolipid Metabolism,KEGG
LOC_Os01g70380,Sphingolipid Metabolism,KEGG
LOC_Os01g57350,Sphingolipid Metabolism,KEGG
LOC_Os02g42660,Sphingolipid Metabolism,KEGG
LOC_Os02g47350,Sphingolipid Metabolism,KEGG
LOC_Os02g51150,Sphingolipid Metabolism,KEGG
LOC_Os02g56300,Sphingolipid Metabolism,KEGG
LOC_Os03g14800,Sphingolipid Metabolism,KEGG
LOC_Os03g49180,Sphingolipid Metabolism,KEGG
LOC_Os05g46200,Sphingolipid Metabolism,KEGG
LOC_Os06g22490,Sphingolipid Metabolism,KEGG
LOC_Os07g43460,Sphingolipid Metabolism,KEGG
LOC_Os07g48160,Sphingolipid Metabolism,KEGG
LOC_Os10g11200,Sphingolipid Metabolism,KEGG
LOC_Os10g35110,Sphingolipid Metabolism,KEGG
LOC_Os11g31640,Sphingolipid Metabolism,KEGG
LOC_Os06g12250,Sphingolipid Metabolism,KEGG
LOC_Os01g66700,Glycosphingolipid Biosynthesis-Globo Series,KEGG
LOC_Os03g11980,Glycosphingolipid Biosynthesis-Globo Series,KEGG
LOC_Os04g44740,Glycosphingolipid Biosynthesis-Globo Series,KEGG
LOC_Os05g02510,Glycosphingolipid Biosynthesis-Globo Series,KEGG
LOC_Os05g34320,Glycosphingolipid Biosynthesis-Globo Series,KEGG
LOC_Os07g38790,Glycosphingolipid Biosynthesis-Globo Series,KEGG
LOC_Os07g48160,Glycosphingolipid Biosynthesis-Globo Series,KEGG
LOC_Os10g35110,Glycosphingolipid Biosynthesis-Globo Series,KEGG
LOC_Os01g66700,Glycosphingolipid Biosynthesis-Ganglio Series,KEGG
LOC_Os03g11980,Glycosphingolipid Biosynthesis-Ganglio Series,KEGG
LOC_Os05g02510,Glycosphingolipid Biosynthesis-Ganglio Series,KEGG
LOC_Os05g34320,Glycosphingolipid Biosynthesis-Ganglio Series,KEGG
LOC_Os05g46200,Glycosphingolipid Biosynthesis-Ganglio Series,KEGG
LOC_Os07g38790,Glycosphingolipid Biosynthesis-Ganglio Series,KEGG
LOC_Os01g16960,Pyruvate Metabolism,KEGG
LOC_Os01g52500,Pyruvate Metabolism,KEGG
LOC_Os01g55350,Pyruvate Metabolism,KEGG
LOC_Os01g11054,Pyruvate Metabolism,KEGG
LOC_Os01g02020,Pyruvate Metabolism,KEGG
LOC_Os01g02050,Pyruvate Metabolism,KEGG
LOC_Os01g46070,Pyruvate Metabolism,KEGG
LOC_Os01g54030,Pyruvate Metabolism,KEGG
LOC_Os01g09320,Pyruvate Metabolism,KEGG
LOC_Os01g23610,Pyruvate Metabolism,KEGG
LOC_Os01g22520,Pyruvate Metabolism,KEGG
LOC_Os01g47080,Pyruvate Metabolism,KEGG
LOC_Os01g61380,Pyruvate Metabolism,KEGG
LOC_Os02g01500,Pyruvate Metabolism,KEGG
LOC_Os02g01510,Pyruvate Metabolism,KEGG
LOC_Os02g14770,Pyruvate Metabolism,KEGG
LOC_Os02g17920,Pyruvate Metabolism,KEGG
LOC_Os02g32490,Pyruvate Metabolism,KEGG
LOC_Os02g43194,Pyruvate Metabolism,KEGG
LOC_Os02g43280,Pyruvate Metabolism,KEGG
LOC_Os02g49720,Pyruvate Metabolism,KEGG
LOC_Os02g50620,Pyruvate Metabolism,KEGG
LOC_Os03g15050,Pyruvate Metabolism,KEGG
LOC_Os03g21460,Pyruvate Metabolism,KEGG
LOC_Os03g31750,Pyruvate Metabolism,KEGG
LOC_Os03g44300,Pyruvate Metabolism,KEGG
LOC_Os03g46910,Pyruvate Metabolism,KEGG
LOC_Os03g56280,Pyruvate Metabolism,KEGG
LOC_Os04g02900,Pyruvate Metabolism,KEGG
LOC_Os04g33190,Pyruvate Metabolism,KEGG
LOC_Os04g45720,Pyruvate Metabolism,KEGG
LOC_Os04g46560,Pyruvate Metabolism,KEGG
LOC_Os04g58110,Pyruvate Metabolism,KEGG
LOC_Os05g06460,Pyruvate Metabolism,KEGG
LOC_Os05g09440,Pyruvate Metabolism,KEGG
LOC_Os05g14194,Pyruvate Metabolism,KEGG
LOC_Os05g22970,Pyruvate Metabolism,KEGG
LOC_Os05g33570,Pyruvate Metabolism,KEGG
LOC_Os05g49880,Pyruvate Metabolism,KEGG
LOC_Os06g01590,Pyruvate Metabolism,KEGG
LOC_Os06g01630,Pyruvate Metabolism,KEGG
LOC_Os06g13720,Pyruvate Metabolism,KEGG
LOC_Os06g15390,Pyruvate Metabolism,KEGG
LOC_Os06g15990,Pyruvate Metabolism,KEGG
LOC_Os06g30460,Pyruvate Metabolism,KEGG
LOC_Os07g08340,Pyruvate Metabolism,KEGG
LOC_Os07g22720,Pyruvate Metabolism,KEGG
LOC_Os07g31380,Pyruvate Metabolism,KEGG
LOC_Os07g43700,Pyruvate Metabolism,KEGG
LOC_Os08g09250,Pyruvate Metabolism,KEGG
LOC_Os08g27840,Pyruvate Metabolism,KEGG
LOC_Os08g33720,Pyruvate Metabolism,KEGG
LOC_Os08g42410,Pyruvate Metabolism,KEGG
LOC_Os08g44810,Pyruvate Metabolism,KEGG
LOC_Os09g07830,Pyruvate Metabolism,KEGG
LOC_Os09g14670,Pyruvate Metabolism,KEGG
LOC_Os09g26880,Pyruvate Metabolism,KEGG
LOC_Os09g33500,Pyruvate Metabolism,KEGG
LOC_Os10g13700,Pyruvate Metabolism,KEGG
LOC_Os10g33800,Pyruvate Metabolism,KEGG
LOC_Os10g35960,Pyruvate Metabolism,KEGG
LOC_Os10g42100,Pyruvate Metabolism,KEGG
LOC_Os11g05110,Pyruvate Metabolism,KEGG
LOC_Os11g08300,Pyruvate Metabolism,KEGG
LOC_Os12g04440,Pyruvate Metabolism,KEGG
LOC_Os12g05110,Pyruvate Metabolism,KEGG
LOC_Os12g08170,Pyruvate Metabolism,KEGG
LOC_Os12g42230,Pyruvate Metabolism,KEGG
LOC_Os12g43630,Pyruvate Metabolism,KEGG
LOC_Os01g48990,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os01g65410,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os01g02020,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os01g46070,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os01g55950,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os01g12830,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os01g61380,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os02g01150,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os02g02400,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os02g05830,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os02g07410,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os02g10070,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os02g13840,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os02g50240,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os03g01222,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os03g03910,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os03g04410,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os03g12290,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os03g50490,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os03g52840,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os03g56280,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os03g57220,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os04g41340,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os04g46560,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os04g53210,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os04g56400,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os05g35330,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os05g35440,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os05g49880,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os06g19960,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os06g29180,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os06g29220,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os06g45670,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os06g51150,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os07g01760,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os07g05820,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os07g34520,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os07g42440,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os07g43700,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os07g46460,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os08g33720,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os08g39300,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os09g07830,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os10g33800,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os10g37180,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os11g26860,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os11g33240,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os12g10580,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os12g17600,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os12g19381,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os12g19381,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os12g19470,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os12g22030,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os12g43630,Glyoxylate And Dicarboxylate Metabolism,KEGG
LOC_Os01g54860,Propanoate Metabolism,KEGG
LOC_Os01g02020,Propanoate Metabolism,KEGG
LOC_Os02g01510,Propanoate Metabolism,KEGG
LOC_Os02g32490,Propanoate Metabolism,KEGG
LOC_Os02g40830,Propanoate Metabolism,KEGG
LOC_Os02g43194,Propanoate Metabolism,KEGG
LOC_Os02g43280,Propanoate Metabolism,KEGG
LOC_Os02g49720,Propanoate Metabolism,KEGG
LOC_Os04g33190,Propanoate Metabolism,KEGG
LOC_Os04g45720,Propanoate Metabolism,KEGG
LOC_Os06g01590,Propanoate Metabolism,KEGG
LOC_Os06g15990,Propanoate Metabolism,KEGG
LOC_Os07g09060,Propanoate Metabolism,KEGG
LOC_Os07g38970,Propanoate Metabolism,KEGG
LOC_Os07g47820,Propanoate Metabolism,KEGG
LOC_Os09g07830,Propanoate Metabolism,KEGG
LOC_Os09g23070,Propanoate Metabolism,KEGG
LOC_Os09g26880,Propanoate Metabolism,KEGG
LOC_Os10g40540,Propanoate Metabolism,KEGG
