ID,ACC
OsAffx.29248.2.S1_at,OsAffx.29248.2.S1_at
OsAffx.29252.1.S1_at,OsAffx.29252.1.S1_at
OsAffx.29253.1.S1_at,OsAffx.29253.1.S1_at
OsAffx.29254.1.A1_at,OsAffx.29254.1.A1_at
OsAffx.29254.1.S1_at,OsAffx.29254.1.S1_at
OsAffx.29256.1.S1_at,OsAffx.29256.1.S1_at
OsAffx.29257.1.S1_at,OsAffx.29257.1.S1_at
OsAffx.29259.1.S1_at,OsAffx.29259.1.S1_at
OsAffx.29264.1.S1_at,OsAffx.29264.1.S1_at
OsAffx.29264.2.S1_at,OsAffx.29264.2.S1_at
OsAffx.29266.1.S1_at,OsAffx.29266.1.S1_at
OsAffx.29267.1.S1_at,OsAffx.29267.1.S1_at
OsAffx.29269.1.S1_at,OsAffx.29269.1.S1_at
OsAffx.29272.3.S1_x_at,OsAffx.29272.3.S1_x_at
OsAffx.29272.4.S1_at,OsAffx.29272.4.S1_at
OsAffx.29273.1.S1_at,OsAffx.29273.1.S1_at
OsAffx.29274.1.S1_at,OsAffx.29274.1.S1_at
OsAffx.29278.1.S1_at,OsAffx.29278.1.S1_at
OsAffx.29281.1.S1_at,OsAffx.29281.1.S1_at
OsAffx.29282.1.S1_at,OsAffx.29282.1.S1_at
OsAffx.29284.1.S1_x_at,OsAffx.29284.1.S1_x_at
OsAffx.29288.1.S1_at,OsAffx.29288.1.S1_at
OsAffx.29288.2.S1_at,OsAffx.29288.2.S1_at
OsAffx.29289.1.S1_at,OsAffx.29289.1.S1_at
OsAffx.2929.1.S1_at,OsAffx.2929.1.S1_at
OsAffx.29290.1.S1_at,OsAffx.29290.1.S1_at
OsAffx.29291.1.S1_at,OsAffx.29291.1.S1_at
OsAffx.29292.1.S1_at,OsAffx.29292.1.S1_at
OsAffx.29294.1.S1_at,OsAffx.29294.1.S1_at
OsAffx.29296.1.S1_at,OsAffx.29296.1.S1_at
OsAffx.29297.1.S1_at,OsAffx.29297.1.S1_at
OsAffx.29299.1.S1_at,OsAffx.29299.1.S1_at
OsAffx.2930.1.S1_at,OsAffx.2930.1.S1_at
OsAffx.29300.1.S1_at,OsAffx.29300.1.S1_at
OsAffx.29302.1.S1_at,OsAffx.29302.1.S1_at
OsAffx.29304.1.S1_at,OsAffx.29304.1.S1_at
OsAffx.29306.1.S1_at,OsAffx.29306.1.S1_at
OsAffx.29307.1.S1_at,OsAffx.29307.1.S1_at
OsAffx.29308.1.S1_x_at,OsAffx.29308.1.S1_x_at
OsAffx.29309.1.S1_at,OsAffx.29309.1.S1_at
OsAffx.2931.1.S1_at,OsAffx.2931.1.S1_at
OsAffx.29312.1.S1_at,OsAffx.29312.1.S1_at
OsAffx.29313.1.S1_at,OsAffx.29313.1.S1_at
OsAffx.29315.1.S1_at,OsAffx.29315.1.S1_at
OsAffx.29316.1.S1_x_at,OsAffx.29316.1.S1_x_at
OsAffx.29318.1.A1_at,OsAffx.29318.1.A1_at
OsAffx.29318.1.S1_at,OsAffx.29318.1.S1_at
OsAffx.29319.1.S1_at,OsAffx.29319.1.S1_at
OsAffx.29320.1.S1_at,OsAffx.29320.1.S1_at
OsAffx.29321.1.S1_at,OsAffx.29321.1.S1_at
OsAffx.29322.1.S1_x_at,OsAffx.29322.1.S1_x_at
OsAffx.29323.1.S1_at,OsAffx.29323.1.S1_at
OsAffx.29324.1.S1_at,OsAffx.29324.1.S1_at
OsAffx.29326.1.S1_at,OsAffx.29326.1.S1_at
OsAffx.29328.1.S1_at,OsAffx.29328.1.S1_at
OsAffx.29329.1.S1_at,OsAffx.29329.1.S1_at
OsAffx.29329.2.S1_x_at,OsAffx.29329.2.S1_x_at
OsAffx.29331.1.S1_at,OsAffx.29331.1.S1_at
OsAffx.29332.1.A1_at,OsAffx.29332.1.A1_at
OsAffx.29333.1.S1_at,OsAffx.29333.1.S1_at
OsAffx.29334.1.S1_at,OsAffx.29334.1.S1_at
OsAffx.29336.1.S1_at,OsAffx.29336.1.S1_at
OsAffx.29337.1.S1_at,OsAffx.29337.1.S1_at
OsAffx.29339.1.S1_at,OsAffx.29339.1.S1_at
OsAffx.29340.1.S1_at,OsAffx.29340.1.S1_at
OsAffx.29342.1.S1_at,OsAffx.29342.1.S1_at
OsAffx.29343.1.S1_at,OsAffx.29343.1.S1_at
OsAffx.29344.1.S1_at,OsAffx.29344.1.S1_at
OsAffx.29345.1.S1_at,OsAffx.29345.1.S1_at
OsAffx.29346.1.S1_at,OsAffx.29346.1.S1_at
OsAffx.29347.1.S1_at,OsAffx.29347.1.S1_at
OsAffx.29348.1.S1_at,OsAffx.29348.1.S1_at
OsAffx.29350.1.S1_at,OsAffx.29350.1.S1_at
OsAffx.29351.1.S1_at,OsAffx.29351.1.S1_at
OsAffx.29353.1.S1_at,OsAffx.29353.1.S1_at
OsAffx.29354.1.S1_at,OsAffx.29354.1.S1_at
OsAffx.29354.1.S1_x_at,OsAffx.29354.1.S1_x_at
OsAffx.29354.2.S1_at,OsAffx.29354.2.S1_at
OsAffx.29362.1.S1_at,OsAffx.29362.1.S1_at
OsAffx.29362.1.S1_x_at,OsAffx.29362.1.S1_x_at
OsAffx.29362.2.S1_s_at,OsAffx.29362.2.S1_s_at
OsAffx.29362.2.S1_x_at,OsAffx.29362.2.S1_x_at
OsAffx.29362.3.S1_at,OsAffx.29362.3.S1_at
OsAffx.29364.1.S1_at,OsAffx.29364.1.S1_at
OsAffx.29365.1.S1_at,OsAffx.29365.1.S1_at
OsAffx.29367.1.S1_at,OsAffx.29367.1.S1_at
OsAffx.29367.1.S1_x_at,OsAffx.29367.1.S1_x_at
OsAffx.29368.1.S1_at,OsAffx.29368.1.S1_at
OsAffx.29369.1.S1_at,OsAffx.29369.1.S1_at
OsAffx.29370.1.S1_at,OsAffx.29370.1.S1_at
OsAffx.29372.1.S1_at,OsAffx.29372.1.S1_at
OsAffx.29374.1.S1_at,OsAffx.29374.1.S1_at
OsAffx.29375.1.S1_at,OsAffx.29375.1.S1_at
OsAffx.29376.1.S1_x_at,OsAffx.29376.1.S1_x_at
OsAffx.29377.1.A1_at,OsAffx.29377.1.A1_at
OsAffx.29377.1.S1_at,OsAffx.29377.1.S1_at
OsAffx.29378.1.S1_at,OsAffx.29378.1.S1_at
OsAffx.29379.1.S1_at,OsAffx.29379.1.S1_at
OsAffx.2938.1.S1_at,OsAffx.2938.1.S1_at
OsAffx.29382.1.S1_at,OsAffx.29382.1.S1_at
OsAffx.29383.1.S1_at,OsAffx.29383.1.S1_at
OsAffx.29383.1.S1_x_at,OsAffx.29383.1.S1_x_at
OsAffx.29384.1.S1_at,OsAffx.29384.1.S1_at
OsAffx.29384.2.S1_at,OsAffx.29384.2.S1_at
OsAffx.29384.3.S1_x_at,OsAffx.29384.3.S1_x_at
OsAffx.29385.1.S1_at,OsAffx.29385.1.S1_at
OsAffx.29386.1.S1_at,OsAffx.29386.1.S1_at
OsAffx.29386.1.S1_x_at,OsAffx.29386.1.S1_x_at
OsAffx.29386.2.S1_at,OsAffx.29386.2.S1_at
OsAffx.29387.1.S1_at,OsAffx.29387.1.S1_at
OsAffx.29392.1.S1_at,OsAffx.29392.1.S1_at
OsAffx.29396.1.S1_at,OsAffx.29396.1.S1_at
OsAffx.29396.2.S1_x_at,OsAffx.29396.2.S1_x_at
OsAffx.29396.3.S1_at,OsAffx.29396.3.S1_at
OsAffx.29396.4.S1_x_at,OsAffx.29396.4.S1_x_at
OsAffx.29396.5.S1_at,OsAffx.29396.5.S1_at
OsAffx.29396.5.S1_x_at,OsAffx.29396.5.S1_x_at
OsAffx.29397.1.S1_at,OsAffx.29397.1.S1_at
OsAffx.29398.1.S1_at,OsAffx.29398.1.S1_at
OsAffx.29399.1.S1_at,OsAffx.29399.1.S1_at
OsAffx.2940.1.S1_at,OsAffx.2940.1.S1_at
OsAffx.29400.1.S1_at,OsAffx.29400.1.S1_at
OsAffx.29402.1.S1_at,OsAffx.29402.1.S1_at
OsAffx.29404.1.S1_at,OsAffx.29404.1.S1_at
OsAffx.29407.2.S1_at,OsAffx.29407.2.S1_at
OsAffx.29408.1.S1_at,OsAffx.29408.1.S1_at
OsAffx.29409.1.S1_at,OsAffx.29409.1.S1_at
OsAffx.29410.1.S1_at,OsAffx.29410.1.S1_at
OsAffx.29410.2.S1_at,OsAffx.29410.2.S1_at
OsAffx.29412.1.S1_at,OsAffx.29412.1.S1_at
OsAffx.29413.1.S1_at,OsAffx.29413.1.S1_at
OsAffx.29415.1.S1_at,OsAffx.29415.1.S1_at
OsAffx.29416.1.S1_at,OsAffx.29416.1.S1_at
OsAffx.29419.3.S1_at,OsAffx.29419.3.S1_at
OsAffx.2942.1.S1_at,OsAffx.2942.1.S1_at
OsAffx.29422.1.S1_at,OsAffx.29422.1.S1_at
OsAffx.29422.1.S1_x_at,OsAffx.29422.1.S1_x_at
OsAffx.29424.1.S1_at,OsAffx.29424.1.S1_at
OsAffx.29425.1.S1_at,OsAffx.29425.1.S1_at
OsAffx.29426.1.S1_at,OsAffx.29426.1.S1_at
OsAffx.29427.1.S1_at,OsAffx.29427.1.S1_at
OsAffx.29429.1.S1_x_at,OsAffx.29429.1.S1_x_at
OsAffx.29430.1.S1_at,OsAffx.29430.1.S1_at
OsAffx.29431.1.S1_at,OsAffx.29431.1.S1_at
OsAffx.29433.1.S1_at,OsAffx.29433.1.S1_at
OsAffx.29434.1.S1_at,OsAffx.29434.1.S1_at
OsAffx.29434.1.S1_x_at,OsAffx.29434.1.S1_x_at
OsAffx.29435.1.S1_at,OsAffx.29435.1.S1_at
OsAffx.29436.1.S1_at,OsAffx.29436.1.S1_at
OsAffx.29438.1.S1_at,OsAffx.29438.1.S1_at
OsAffx.29439.1.S1_at,OsAffx.29439.1.S1_at
OsAffx.2944.1.S1_at,OsAffx.2944.1.S1_at
OsAffx.29442.1.S1_at,OsAffx.29442.1.S1_at
OsAffx.29444.1.S1_at,OsAffx.29444.1.S1_at
OsAffx.29445.1.S1_at,OsAffx.29445.1.S1_at
OsAffx.29446.1.S1_at,OsAffx.29446.1.S1_at
OsAffx.29447.1.S1_at,OsAffx.29447.1.S1_at
OsAffx.29448.1.S1_at,OsAffx.29448.1.S1_at
OsAffx.29450.1.S1_at,OsAffx.29450.1.S1_at
OsAffx.29451.1.S1_at,OsAffx.29451.1.S1_at
OsAffx.29452.1.S1_at,OsAffx.29452.1.S1_at
OsAffx.29453.1.S1_at,OsAffx.29453.1.S1_at
OsAffx.29454.1.S1_at,OsAffx.29454.1.S1_at
OsAffx.29457.1.S1_at,OsAffx.29457.1.S1_at
OsAffx.29459.1.S1_at,OsAffx.29459.1.S1_at
OsAffx.2946.1.S1_at,OsAffx.2946.1.S1_at
OsAffx.29460.1.S1_at,OsAffx.29460.1.S1_at
OsAffx.29461.1.S1_at,OsAffx.29461.1.S1_at
OsAffx.29464.1.S1_at,OsAffx.29464.1.S1_at
OsAffx.29465.1.S1_at,OsAffx.29465.1.S1_at
OsAffx.29466.1.S1_at,OsAffx.29466.1.S1_at
OsAffx.29467.1.S1_at,OsAffx.29467.1.S1_at
OsAffx.29468.1.S1_at,OsAffx.29468.1.S1_at
OsAffx.29469.1.S1_at,OsAffx.29469.1.S1_at
OsAffx.29470.1.S1_at,OsAffx.29470.1.S1_at
OsAffx.29471.1.S1_at,OsAffx.29471.1.S1_at
OsAffx.29472.1.S1_at,OsAffx.29472.1.S1_at
OsAffx.29473.1.S1_at,OsAffx.29473.1.S1_at
OsAffx.29474.1.S1_at,OsAffx.29474.1.S1_at
OsAffx.29474.1.S1_x_at,OsAffx.29474.1.S1_x_at
OsAffx.29475.2.S1_at,OsAffx.29475.2.S1_at
OsAffx.29478.1.S1_at,OsAffx.29478.1.S1_at
OsAffx.29478.1.S1_x_at,OsAffx.29478.1.S1_x_at
OsAffx.29480.2.S1_at,OsAffx.29480.2.S1_at
OsAffx.29482.1.S1_at,OsAffx.29482.1.S1_at
OsAffx.29482.3.S1_x_at,OsAffx.29482.3.S1_x_at
OsAffx.29482.4.S1_x_at,OsAffx.29482.4.S1_x_at
OsAffx.29482.5.S1_x_at,OsAffx.29482.5.S1_x_at
OsAffx.29484.1.S1_at,OsAffx.29484.1.S1_at
OsAffx.29485.1.S1_at,OsAffx.29485.1.S1_at
OsAffx.29486.1.S1_x_at,OsAffx.29486.1.S1_x_at
OsAffx.29486.3.S1_at,OsAffx.29486.3.S1_at
OsAffx.29486.4.S1_at,OsAffx.29486.4.S1_at
OsAffx.29487.1.S1_at,OsAffx.29487.1.S1_at
OsAffx.2949.1.S1_at,OsAffx.2949.1.S1_at
OsAffx.29490.1.S1_at,OsAffx.29490.1.S1_at
OsAffx.29491.1.S1_at,OsAffx.29491.1.S1_at
OsAffx.29494.1.S1_at,OsAffx.29494.1.S1_at
OsAffx.2950.1.S1_at,OsAffx.2950.1.S1_at
OsAffx.29500.1.S1_x_at,OsAffx.29500.1.S1_x_at
OsAffx.29502.1.S1_at,OsAffx.29502.1.S1_at
OsAffx.29502.2.S1_at,OsAffx.29502.2.S1_at
OsAffx.29502.2.S1_x_at,OsAffx.29502.2.S1_x_at
OsAffx.29505.1.S1_at,OsAffx.29505.1.S1_at
OsAffx.29506.2.A1_at,OsAffx.29506.2.A1_at
OsAffx.29506.2.S1_at,OsAffx.29506.2.S1_at
OsAffx.29507.1.S1_at,OsAffx.29507.1.S1_at
OsAffx.29508.1.S1_at,OsAffx.29508.1.S1_at
OsAffx.29509.1.S1_at,OsAffx.29509.1.S1_at
OsAffx.29510.1.S1_at,OsAffx.29510.1.S1_at
OsAffx.29511.1.S1_at,OsAffx.29511.1.S1_at
OsAffx.29516.1.S1_at,OsAffx.29516.1.S1_at
OsAffx.29518.1.S1_at,OsAffx.29518.1.S1_at
OsAffx.29522.1.S1_at,OsAffx.29522.1.S1_at
OsAffx.29523.1.S1_at,OsAffx.29523.1.S1_at
OsAffx.29524.1.S1_at,OsAffx.29524.1.S1_at
OsAffx.29526.1.S1_at,OsAffx.29526.1.S1_at
OsAffx.29528.1.S1_at,OsAffx.29528.1.S1_at
OsAffx.29529.1.A1_at,OsAffx.29529.1.A1_at
OsAffx.29529.1.S1_x_at,OsAffx.29529.1.S1_x_at
OsAffx.29532.1.S1_x_at,OsAffx.29532.1.S1_x_at
OsAffx.29532.2.S1_at,OsAffx.29532.2.S1_at
OsAffx.29532.2.S1_x_at,OsAffx.29532.2.S1_x_at
OsAffx.29534.1.S1_at,OsAffx.29534.1.S1_at
OsAffx.29536.3.S1_x_at,OsAffx.29536.3.S1_x_at
OsAffx.29536.4.S1_x_at,OsAffx.29536.4.S1_x_at
OsAffx.29536.5.S1_x_at,OsAffx.29536.5.S1_x_at
OsAffx.29538.1.S1_at,OsAffx.29538.1.S1_at
OsAffx.29538.2.S1_s_at,OsAffx.29538.2.S1_s_at
OsAffx.2954.1.S1_at,OsAffx.2954.1.S1_at
OsAffx.29540.1.S1_at,OsAffx.29540.1.S1_at
OsAffx.29544.1.S1_x_at,OsAffx.29544.1.S1_x_at
OsAffx.29545.1.S1_at,OsAffx.29545.1.S1_at
OsAffx.29547.1.S1_at,OsAffx.29547.1.S1_at
OsAffx.29548.1.S1_at,OsAffx.29548.1.S1_at
OsAffx.2955.1.S1_at,OsAffx.2955.1.S1_at
OsAffx.29550.1.S1_at,OsAffx.29550.1.S1_at
OsAffx.29552.2.A1_at,OsAffx.29552.2.A1_at
OsAffx.29554.1.S1_at,OsAffx.29554.1.S1_at
OsAffx.29556.1.S1_at,OsAffx.29556.1.S1_at
OsAffx.29557.1.S1_at,OsAffx.29557.1.S1_at
OsAffx.29559.1.S1_at,OsAffx.29559.1.S1_at
OsAffx.29561.2.S1_at,OsAffx.29561.2.S1_at
OsAffx.29562.1.S1_at,OsAffx.29562.1.S1_at
OsAffx.29563.1.S1_at,OsAffx.29563.1.S1_at
OsAffx.29564.1.S1_at,OsAffx.29564.1.S1_at
OsAffx.29565.1.A1_at,OsAffx.29565.1.A1_at
OsAffx.29568.1.S1_at,OsAffx.29568.1.S1_at
OsAffx.29571.1.S1_at,OsAffx.29571.1.S1_at
OsAffx.29574.1.A1_at,OsAffx.29574.1.A1_at
OsAffx.29574.1.S1_at,OsAffx.29574.1.S1_at
OsAffx.29575.1.A1_at,OsAffx.29575.1.A1_at
OsAffx.29576.2.S1_at,OsAffx.29576.2.S1_at
OsAffx.29576.2.S1_x_at,OsAffx.29576.2.S1_x_at
OsAffx.29576.4.S1_x_at,OsAffx.29576.4.S1_x_at
OsAffx.29576.5.S1_at,OsAffx.29576.5.S1_at
OsAffx.29577.1.S1_at,OsAffx.29577.1.S1_at
OsAffx.2958.1.S1_at,OsAffx.2958.1.S1_at
OsAffx.29583.2.A1_at,OsAffx.29583.2.A1_at
OsAffx.2959.1.S1_at,OsAffx.2959.1.S1_at
OsAffx.29590.1.S1_at,OsAffx.29590.1.S1_at
OsAffx.29591.1.S1_at,OsAffx.29591.1.S1_at
OsAffx.29591.1.S1_x_at,OsAffx.29591.1.S1_x_at
OsAffx.29594.1.S1_at,OsAffx.29594.1.S1_at
OsAffx.29595.1.S1_at,OsAffx.29595.1.S1_at
OsAffx.29599.1.S1_at,OsAffx.29599.1.S1_at
OsAffx.29599.1.S1_s_at,OsAffx.29599.1.S1_s_at
OsAffx.29599.2.S1_at,OsAffx.29599.2.S1_at
OsAffx.29600.1.S1_at,OsAffx.29600.1.S1_at
OsAffx.29600.2.S1_s_at,OsAffx.29600.2.S1_s_at
OsAffx.29603.1.S1_at,OsAffx.29603.1.S1_at
OsAffx.29607.1.S1_x_at,OsAffx.29607.1.S1_x_at
OsAffx.29607.2.S1_s_at,OsAffx.29607.2.S1_s_at
OsAffx.29607.3.S1_x_at,OsAffx.29607.3.S1_x_at
OsAffx.29607.5.S1_x_at,OsAffx.29607.5.S1_x_at
OsAffx.29608.1.S1_s_at,OsAffx.29608.1.S1_s_at
OsAffx.29608.3.S1_at,OsAffx.29608.3.S1_at
OsAffx.29608.4.S1_at,OsAffx.29608.4.S1_at
OsAffx.29612.1.S1_at,OsAffx.29612.1.S1_at
OsAffx.29616.1.S1_at,OsAffx.29616.1.S1_at
OsAffx.29617.1.S1_at,OsAffx.29617.1.S1_at
OsAffx.29618.1.S1_at,OsAffx.29618.1.S1_at
OsAffx.2962.1.S1_at,OsAffx.2962.1.S1_at
OsAffx.29622.1.S1_at,OsAffx.29622.1.S1_at
OsAffx.29623.1.S1_at,OsAffx.29623.1.S1_at
OsAffx.29624.1.S1_s_at,OsAffx.29624.1.S1_s_at
OsAffx.29626.1.S1_at,OsAffx.29626.1.S1_at
OsAffx.29627.1.S1_at,OsAffx.29627.1.S1_at
OsAffx.29628.1.S1_at,OsAffx.29628.1.S1_at
OsAffx.29629.1.S1_at,OsAffx.29629.1.S1_at
OsAffx.29634.1.S1_at,OsAffx.29634.1.S1_at
OsAffx.29636.1.S1_at,OsAffx.29636.1.S1_at
OsAffx.2964.1.S1_at,OsAffx.2964.1.S1_at
OsAffx.29640.1.S1_at,OsAffx.29640.1.S1_at
OsAffx.29641.1.S1_at,OsAffx.29641.1.S1_at
OsAffx.29642.1.S1_at,OsAffx.29642.1.S1_at
OsAffx.29643.1.S1_at,OsAffx.29643.1.S1_at
OsAffx.29645.1.S1_at,OsAffx.29645.1.S1_at
OsAffx.29646.1.S1_x_at,OsAffx.29646.1.S1_x_at
OsAffx.29649.1.S1_at,OsAffx.29649.1.S1_at
OsAffx.2965.1.S1_at,OsAffx.2965.1.S1_at
OsAffx.29651.1.S1_at,OsAffx.29651.1.S1_at
OsAffx.29652.1.S1_at,OsAffx.29652.1.S1_at
OsAffx.29653.1.S1_at,OsAffx.29653.1.S1_at
OsAffx.29654.1.S1_at,OsAffx.29654.1.S1_at
OsAffx.29658.1.S1_at,OsAffx.29658.1.S1_at
OsAffx.29659.1.S1_at,OsAffx.29659.1.S1_at
OsAffx.2966.1.S1_at,OsAffx.2966.1.S1_at
OsAffx.29664.1.S1_at,OsAffx.29664.1.S1_at
OsAffx.29667.1.S1_at,OsAffx.29667.1.S1_at
OsAffx.29670.1.S1_at,OsAffx.29670.1.S1_at
OsAffx.29675.1.S1_x_at,OsAffx.29675.1.S1_x_at
OsAffx.29675.2.S1_x_at,OsAffx.29675.2.S1_x_at
OsAffx.29675.3.S1_at,OsAffx.29675.3.S1_at
OsAffx.29675.3.S1_x_at,OsAffx.29675.3.S1_x_at
OsAffx.29675.4.S1_x_at,OsAffx.29675.4.S1_x_at
OsAffx.29676.1.S1_at,OsAffx.29676.1.S1_at
OsAffx.29677.1.A1_at,OsAffx.29677.1.A1_at
OsAffx.29679.1.S1_at,OsAffx.29679.1.S1_at
OsAffx.2968.1.S1_at,OsAffx.2968.1.S1_at
OsAffx.29680.1.S1_at,OsAffx.29680.1.S1_at
OsAffx.29683.1.S1_at,OsAffx.29683.1.S1_at
OsAffx.29685.1.S1_at,OsAffx.29685.1.S1_at
OsAffx.29686.1.S1_at,OsAffx.29686.1.S1_at
OsAffx.29687.1.S1_at,OsAffx.29687.1.S1_at
OsAffx.29688.1.S1_at,OsAffx.29688.1.S1_at
OsAffx.29689.1.S1_at,OsAffx.29689.1.S1_at
OsAffx.2969.1.S1_at,OsAffx.2969.1.S1_at
OsAffx.29690.1.S1_at,OsAffx.29690.1.S1_at
OsAffx.29691.1.S1_at,OsAffx.29691.1.S1_at
OsAffx.29692.1.S1_at,OsAffx.29692.1.S1_at
OsAffx.29692.2.S1_at,OsAffx.29692.2.S1_at
OsAffx.29692.2.S1_x_at,OsAffx.29692.2.S1_x_at
OsAffx.29693.1.S1_x_at,OsAffx.29693.1.S1_x_at
OsAffx.29695.1.S1_at,OsAffx.29695.1.S1_at
OsAffx.29696.1.S1_at,OsAffx.29696.1.S1_at
OsAffx.29697.1.S1_at,OsAffx.29697.1.S1_at
OsAffx.29698.1.S1_at,OsAffx.29698.1.S1_at
OsAffx.29706.1.S1_at,OsAffx.29706.1.S1_at
OsAffx.29711.1.S1_at,OsAffx.29711.1.S1_at
OsAffx.29712.1.S1_at,OsAffx.29712.1.S1_at
OsAffx.29715.1.S1_at,OsAffx.29715.1.S1_at
OsAffx.2972.1.S1_at,OsAffx.2972.1.S1_at
OsAffx.29722.1.S1_at,OsAffx.29722.1.S1_at
OsAffx.29723.1.S1_at,OsAffx.29723.1.S1_at
OsAffx.29724.1.S1_x_at,OsAffx.29724.1.S1_x_at
OsAffx.29724.2.S1_at,OsAffx.29724.2.S1_at
OsAffx.29724.2.S1_x_at,OsAffx.29724.2.S1_x_at
OsAffx.29724.3.S1_x_at,OsAffx.29724.3.S1_x_at
OsAffx.29724.4.S1_at,OsAffx.29724.4.S1_at
OsAffx.29724.6.S1_x_at,OsAffx.29724.6.S1_x_at
OsAffx.29729.1.S1_at,OsAffx.29729.1.S1_at
OsAffx.29731.1.S1_at,OsAffx.29731.1.S1_at
OsAffx.29731.2.S1_at,OsAffx.29731.2.S1_at
OsAffx.29731.3.S1_at,OsAffx.29731.3.S1_at
OsAffx.29733.1.S1_at,OsAffx.29733.1.S1_at
OsAffx.29734.1.S1_at,OsAffx.29734.1.S1_at
OsAffx.29736.1.S1_at,OsAffx.29736.1.S1_at
OsAffx.29738.1.S1_at,OsAffx.29738.1.S1_at
OsAffx.29738.2.S1_at,OsAffx.29738.2.S1_at
OsAffx.29738.3.S1_at,OsAffx.29738.3.S1_at
OsAffx.29738.3.S1_x_at,OsAffx.29738.3.S1_x_at
OsAffx.29738.4.S1_s_at,OsAffx.29738.4.S1_s_at
OsAffx.2974.1.S1_s_at,OsAffx.2974.1.S1_s_at
OsAffx.29741.1.S1_at,OsAffx.29741.1.S1_at
OsAffx.29742.2.S1_x_at,OsAffx.29742.2.S1_x_at
OsAffx.29742.4.S1_x_at,OsAffx.29742.4.S1_x_at
OsAffx.29742.5.S1_at,OsAffx.29742.5.S1_at
OsAffx.29742.5.S1_s_at,OsAffx.29742.5.S1_s_at
OsAffx.29745.1.S1_at,OsAffx.29745.1.S1_at
OsAffx.29746.1.S1_at,OsAffx.29746.1.S1_at
OsAffx.29749.1.S1_at,OsAffx.29749.1.S1_at
OsAffx.2975.1.S1_at,OsAffx.2975.1.S1_at
OsAffx.29752.1.A1_at,OsAffx.29752.1.A1_at
OsAffx.29755.1.S1_s_at,OsAffx.29755.1.S1_s_at
OsAffx.29755.2.S1_at,OsAffx.29755.2.S1_at
OsAffx.29755.2.S1_x_at,OsAffx.29755.2.S1_x_at
OsAffx.29755.3.S1_at,OsAffx.29755.3.S1_at
OsAffx.29755.3.S1_x_at,OsAffx.29755.3.S1_x_at
OsAffx.29755.4.S1_x_at,OsAffx.29755.4.S1_x_at
OsAffx.29755.5.S1_x_at,OsAffx.29755.5.S1_x_at
OsAffx.29756.1.S1_at,OsAffx.29756.1.S1_at
OsAffx.29757.1.S1_x_at,OsAffx.29757.1.S1_x_at
OsAffx.29757.2.S1_at,OsAffx.29757.2.S1_at
OsAffx.29757.3.S1_at,OsAffx.29757.3.S1_at
OsAffx.29757.3.S1_x_at,OsAffx.29757.3.S1_x_at
OsAffx.29757.4.S1_x_at,OsAffx.29757.4.S1_x_at
OsAffx.29758.1.S1_at,OsAffx.29758.1.S1_at
OsAffx.29759.1.S1_at,OsAffx.29759.1.S1_at
OsAffx.2976.1.S1_at,OsAffx.2976.1.S1_at
OsAffx.29760.1.S1_at,OsAffx.29760.1.S1_at
OsAffx.29761.1.S1_at,OsAffx.29761.1.S1_at
OsAffx.29762.1.S1_at,OsAffx.29762.1.S1_at
OsAffx.29763.1.S1_at,OsAffx.29763.1.S1_at
OsAffx.29764.1.A1_s_at,OsAffx.29764.1.A1_s_at
OsAffx.29766.1.S1_x_at,OsAffx.29766.1.S1_x_at
OsAffx.29767.1.S1_at,OsAffx.29767.1.S1_at
OsAffx.29768.1.S1_at,OsAffx.29768.1.S1_at
OsAffx.29769.1.S1_at,OsAffx.29769.1.S1_at
OsAffx.2977.1.S1_at,OsAffx.2977.1.S1_at
OsAffx.29770.1.S1_at,OsAffx.29770.1.S1_at
OsAffx.29773.1.S1_s_at,OsAffx.29773.1.S1_s_at
OsAffx.29774.1.S1_at,OsAffx.29774.1.S1_at
OsAffx.29775.1.S1_at,OsAffx.29775.1.S1_at
OsAffx.29777.1.S1_at,OsAffx.29777.1.S1_at
OsAffx.29779.1.S1_at,OsAffx.29779.1.S1_at
OsAffx.2978.1.S1_at,OsAffx.2978.1.S1_at
OsAffx.2978.2.S1_at,OsAffx.2978.2.S1_at
OsAffx.2978.2.S1_x_at,OsAffx.2978.2.S1_x_at
OsAffx.29780.1.S1_at,OsAffx.29780.1.S1_at
OsAffx.29781.1.S1_at,OsAffx.29781.1.S1_at
OsAffx.29782.1.S1_at,OsAffx.29782.1.S1_at
OsAffx.29783.1.S1_at,OsAffx.29783.1.S1_at
OsAffx.29786.1.S1_at,OsAffx.29786.1.S1_at
OsAffx.29786.1.S1_x_at,OsAffx.29786.1.S1_x_at
OsAffx.29788.1.A1_at,OsAffx.29788.1.A1_at
OsAffx.29788.1.S1_x_at,OsAffx.29788.1.S1_x_at
OsAffx.29789.1.S1_x_at,OsAffx.29789.1.S1_x_at
OsAffx.29789.3.S1_x_at,OsAffx.29789.3.S1_x_at
OsAffx.2979.1.S1_at,OsAffx.2979.1.S1_at
OsAffx.29791.1.S1_at,OsAffx.29791.1.S1_at
OsAffx.29791.1.S1_x_at,OsAffx.29791.1.S1_x_at
OsAffx.29791.2.S1_s_at,OsAffx.29791.2.S1_s_at
OsAffx.29791.2.S1_x_at,OsAffx.29791.2.S1_x_at
OsAffx.29794.1.A1_at,OsAffx.29794.1.A1_at
OsAffx.29794.1.S1_at,OsAffx.29794.1.S1_at
