ID,ACC
OsAffx.5324.1.S1_x_at,OsAffx.5324.1.S1_x_at
OsAffx.5632.1.S1_at,OsAffx.5632.1.S1_at
OsAffx.5632.1.S1_at,OsAffx.5632.1.S1_at
OsAffx.5632.1.S1_x_at,OsAffx.5632.1.S1_x_at
OsAffx.5632.1.S1_x_at,OsAffx.5632.1.S1_x_at
OsAffx.5723.1.A1_at,OsAffx.5723.1.A1_at
OsAffx.5723.1.A1_at,OsAffx.5723.1.A1_at
OsAffx.5723.1.A1_x_at,OsAffx.5723.1.A1_x_at
OsAffx.5723.1.A1_x_at,OsAffx.5723.1.A1_x_at
OsAffx.5813.1.S1_x_at,OsAffx.5813.1.S1_x_at
OsAffx.5813.1.S1_x_at,OsAffx.5813.1.S1_x_at
OsAffx.5813.1.S1_x_at,OsAffx.5813.1.S1_x_at
OsAffx.5813.1.S1_x_at,OsAffx.5813.1.S1_x_at
OsAffx.5840.1.S1_x_at,OsAffx.5840.1.S1_x_at
OsAffx.5840.1.S1_x_at,OsAffx.5840.1.S1_x_at
OsAffx.6045.1.S1_s_at,OsAffx.6045.1.S1_s_at
OsAffx.6045.1.S1_s_at,OsAffx.6045.1.S1_s_at
OsAffx.6128.1.S1_at,OsAffx.6128.1.S1_at
OsAffx.6128.1.S1_at,OsAffx.6128.1.S1_at
OsAffx.6128.1.S1_at,OsAffx.6128.1.S1_at
OsAffx.6128.1.S1_at,OsAffx.6128.1.S1_at
OsAffx.6128.1.S1_at,OsAffx.6128.1.S1_at
OsAffx.6128.1.S1_at,OsAffx.6128.1.S1_at
OsAffx.6128.1.S1_at,OsAffx.6128.1.S1_at
OsAffx.6128.1.S1_at,OsAffx.6128.1.S1_at
OsAffx.6153.1.S1_at,OsAffx.6153.1.S1_at
OsAffx.6153.1.S1_at,OsAffx.6153.1.S1_at
OsAffx.6203.1.S1_x_at,OsAffx.6203.1.S1_x_at
OsAffx.6203.1.S1_x_at,OsAffx.6203.1.S1_x_at
OsAffx.6794.1.S1_x_at,OsAffx.6794.1.S1_x_at
OsAffx.6794.1.S1_x_at,OsAffx.6794.1.S1_x_at
OsAffx.6798.1.S1_x_at,OsAffx.6798.1.S1_x_at
OsAffx.6798.1.S1_x_at,OsAffx.6798.1.S1_x_at
OsAffx.6968.1.S1_x_at,OsAffx.6968.1.S1_x_at
OsAffx.6968.1.S1_x_at,OsAffx.6968.1.S1_x_at
OsAffx.6997.1.S1_x_at,OsAffx.6997.1.S1_x_at
OsAffx.6997.1.S1_x_at,OsAffx.6997.1.S1_x_at
OsAffx.6997.1.S1_x_at,OsAffx.6997.1.S1_x_at
OsAffx.6997.1.S1_x_at,OsAffx.6997.1.S1_x_at
OsAffx.7105.1.S1_x_at,OsAffx.7105.1.S1_x_at
OsAffx.7105.1.S1_x_at,OsAffx.7105.1.S1_x_at
OsAffx.719.1.S1_s_at,OsAffx.719.1.S1_s_at
OsAffx.719.1.S1_s_at,OsAffx.719.1.S1_s_at
OsAffx.7292.1.S1_x_at,OsAffx.7292.1.S1_x_at
OsAffx.7292.1.S1_x_at,OsAffx.7292.1.S1_x_at
OsAffx.7458.1.S1_x_at,OsAffx.7458.1.S1_x_at
OsAffx.7458.1.S1_x_at,OsAffx.7458.1.S1_x_at
OsAffx.7477.1.S1_at,OsAffx.7477.1.S1_at
OsAffx.7477.1.S1_at,OsAffx.7477.1.S1_at
OsAffx.7485.1.S1_x_at,OsAffx.7485.1.S1_x_at
OsAffx.7485.1.S1_x_at,OsAffx.7485.1.S1_x_at
OsAffx.7485.1.S1_x_at,OsAffx.7485.1.S1_x_at
OsAffx.7656.1.S1_x_at,OsAffx.7656.1.S1_x_at
OsAffx.7656.1.S1_x_at,OsAffx.7656.1.S1_x_at
OsAffx.7723.1.S1_x_at,OsAffx.7723.1.S1_x_at
OsAffx.7723.1.S1_x_at,OsAffx.7723.1.S1_x_at
OsAffx.7847.1.S1_at,OsAffx.7847.1.S1_at
OsAffx.7847.1.S1_at,OsAffx.7847.1.S1_at
OsAffx.7853.1.S1_x_at,OsAffx.7853.1.S1_x_at
OsAffx.7853.1.S1_x_at,OsAffx.7853.1.S1_x_at
OsAffx.7860.1.S1_at,OsAffx.7860.1.S1_at
OsAffx.7860.1.S1_at,OsAffx.7860.1.S1_at
OsAffx.8162.1.S1_at,OsAffx.8162.1.S1_at
OsAffx.8162.1.S1_at,OsAffx.8162.1.S1_at
OsAffx.8602.1.S1_s_at,OsAffx.8602.1.S1_s_at
OsAffx.8602.1.S1_s_at,OsAffx.8602.1.S1_s_at
OsAffx.8954.1.S1_x_at,OsAffx.8954.1.S1_x_at
OsAffx.8954.1.S1_x_at,OsAffx.8954.1.S1_x_at
OsAffx.9447.1.S1_x_at,OsAffx.9447.1.S1_x_at
OsAffx.9447.1.S1_x_at,OsAffx.9447.1.S1_x_at
OsAffx.9719.1.S1_x_at,OsAffx.9719.1.S1_x_at
OsAffx.9719.1.S1_x_at,OsAffx.9719.1.S1_x_at
OsAffx.985.3.S1_x_at,OsAffx.985.3.S1_x_at
OsAffx.985.3.S1_x_at,OsAffx.985.3.S1_x_at
OsAffx.985.7.S1_x_at,OsAffx.985.7.S1_x_at
OsAffx.985.7.S1_x_at,OsAffx.985.7.S1_x_at
OsAffx.9909.2.S1_x_at,OsAffx.9909.2.S1_x_at
OsAffx.9909.2.S1_x_at,OsAffx.9909.2.S1_x_at
OsAffx.9909.2.S1_x_at,OsAffx.9909.2.S1_x_at
AFFX-BioB-3_at,AFFX-BioB-3_at
AFFX-BioB-5_at,AFFX-BioB-5_at
AFFX-BioB-M_at,AFFX-BioB-M_at
AFFX-BioC-3_at,AFFX-BioC-3_at
AFFX-BioC-5_at,AFFX-BioC-5_at
AFFX-BioDn-3_at,AFFX-BioDn-3_at
AFFX-BioDn-5_at,AFFX-BioDn-5_at
AFFX-CreX-3_at,AFFX-CreX-3_at
AFFX-CreX-5_at,AFFX-CreX-5_at
AFFX-DapX-3_at,AFFX-DapX-3_at
AFFX-DapX-5_at,AFFX-DapX-5_at
AFFX-DapX-M_at,AFFX-DapX-M_at
AFFX-LysX-3_at,AFFX-LysX-3_at
AFFX-LysX-5_at,AFFX-LysX-5_at
AFFX-LysX-M_at,AFFX-LysX-M_at
AFFX-Mgr-actin-3_at,AFFX-Mgr-actin-3_at
AFFX-Mgr-actin-5_at,AFFX-Mgr-actin-5_at
AFFX-Mgr-actin-M_at,AFFX-Mgr-actin-M_at
AFFX-Mgr-ef1a-3_at,AFFX-Mgr-ef1a-3_at
AFFX-Mgr-ef1a-3_x_at,AFFX-Mgr-ef1a-3_x_at
AFFX-Mgr-ef1a-5_at,AFFX-Mgr-ef1a-5_at
AFFX-Mgr-ef1a-M_at,AFFX-Mgr-ef1a-M_at
AFFX-Mgr-gapdh-3_at,AFFX-Mgr-gapdh-3_at
AFFX-Mgr-gapdh-5_at,AFFX-Mgr-gapdh-5_at
AFFX-Mgr-gapdh-M_at,AFFX-Mgr-gapdh-M_at
AFFX-OS-18SrRNA_s_at,AFFX-OS-18SrRNA_s_at
AFFX-OS-25SrRNA_s_at,AFFX-OS-25SrRNA_s_at
AFFX-OS-5.8SrRNA_at,AFFX-OS-5.8SrRNA_at
AFFX-Os-TrpnX-3_at,AFFX-Os-TrpnX-3_at
AFFX-Os-TrpnX-5_at,AFFX-Os-TrpnX-5_at
AFFX-Os-TrpnX-M_at,AFFX-Os-TrpnX-M_at
AFFX-Os-actin-3_at,AFFX-Os-actin-3_at
AFFX-Os-actin-5_s_at,AFFX-Os-actin-5_s_at
AFFX-Os-ef1a-3_at,AFFX-Os-ef1a-3_at
AFFX-Os-ef1a-5_at,AFFX-Os-ef1a-5_at
AFFX-Os-ef1a-M_at,AFFX-Os-ef1a-M_at
AFFX-Os-gapdh-3_at,AFFX-Os-gapdh-3_at
AFFX-Os-gapdh-5_at,AFFX-Os-gapdh-5_at
AFFX-Os-gapdh-M_at,AFFX-Os-gapdh-M_at
AFFX-Os-r2-Bs-dap-3_at,AFFX-Os-r2-Bs-dap-3_at
AFFX-Os-r2-Bs-dap-5_at,AFFX-Os-r2-Bs-dap-5_at
AFFX-Os-r2-Bs-dap-M_at,AFFX-Os-r2-Bs-dap-M_at
AFFX-Os-r2-Bs-lys-3_at,AFFX-Os-r2-Bs-lys-3_at
AFFX-Os-r2-Bs-lys-5_at,AFFX-Os-r2-Bs-lys-5_at
AFFX-Os-r2-Bs-lys-M_at,AFFX-Os-r2-Bs-lys-M_at
AFFX-Os-r2-Bs-phe-3_at,AFFX-Os-r2-Bs-phe-3_at
AFFX-Os-r2-Bs-phe-5_at,AFFX-Os-r2-Bs-phe-5_at
AFFX-Os-r2-Bs-phe-M_at,AFFX-Os-r2-Bs-phe-M_at
AFFX-Os-r2-Bs-thr-3_s_at,AFFX-Os-r2-Bs-thr-3_s_at
AFFX-Os-r2-Bs-thr-5_s_at,AFFX-Os-r2-Bs-thr-5_s_at
AFFX-Os-r2-Bs-thr-M_s_at,AFFX-Os-r2-Bs-thr-M_s_at
AFFX-Os-r2-Ec-bioB-3_at,AFFX-Os-r2-Ec-bioB-3_at
AFFX-Os-r2-Ec-bioB-5_at,AFFX-Os-r2-Ec-bioB-5_at
AFFX-Os-r2-Ec-bioB-M_at,AFFX-Os-r2-Ec-bioB-M_at
AFFX-Os-r2-Ec-bioC-3_at,AFFX-Os-r2-Ec-bioC-3_at
AFFX-Os-r2-Ec-bioC-5_at,AFFX-Os-r2-Ec-bioC-5_at
AFFX-Os-r2-Ec-bioD-3_at,AFFX-Os-r2-Ec-bioD-3_at
AFFX-Os-r2-Ec-bioD-5_at,AFFX-Os-r2-Ec-bioD-5_at
AFFX-Os-r2-P1-cre-3_s_at,AFFX-Os-r2-P1-cre-3_s_at
AFFX-Os-r2-P1-cre-5_s_at,AFFX-Os-r2-P1-cre-5_s_at
AFFX-Os_18SrRNA_at,AFFX-Os_18SrRNA_at
AFFX-Os_28SrRNA_at,AFFX-Os_28SrRNA_at
AFFX-Os_Actin_3_at,AFFX-Os_Actin_3_at
AFFX-Os_Gapdh_3_at,AFFX-Os_Gapdh_3_at
AFFX-Os_Gapdh_5_at,AFFX-Os_Gapdh_5_at
AFFX-PheX-3_at,AFFX-PheX-3_at
AFFX-PheX-5_at,AFFX-PheX-5_at
AFFX-PheX-M_at,AFFX-PheX-M_at
AFFX-ThrX-3_at,AFFX-ThrX-3_at
AFFX-ThrX-5_at,AFFX-ThrX-5_at
AFFX-ThrX-M_at,AFFX-ThrX-M_at
AFFX-TrpnX-3_at,AFFX-TrpnX-3_at
AFFX-TrpnX-5_at,AFFX-TrpnX-5_at
AFFX-TrpnX-M_at,AFFX-TrpnX-M_at
AFFX-r2-Bs-dap-3_at,AFFX-r2-Bs-dap-3_at
AFFX-r2-Bs-dap-5_at,AFFX-r2-Bs-dap-5_at
AFFX-r2-Bs-dap-M_at,AFFX-r2-Bs-dap-M_at
AFFX-r2-Bs-lys-3_at,AFFX-r2-Bs-lys-3_at
AFFX-r2-Bs-lys-5_at,AFFX-r2-Bs-lys-5_at
AFFX-r2-Bs-lys-M_at,AFFX-r2-Bs-lys-M_at
AFFX-r2-Bs-phe-3_at,AFFX-r2-Bs-phe-3_at
AFFX-r2-Bs-phe-5_at,AFFX-r2-Bs-phe-5_at
AFFX-r2-Bs-phe-M_at,AFFX-r2-Bs-phe-M_at
AFFX-r2-Bs-thr-3_s_at,AFFX-r2-Bs-thr-3_s_at
AFFX-r2-Bs-thr-5_s_at,AFFX-r2-Bs-thr-5_s_at
AFFX-r2-Bs-thr-M_s_at,AFFX-r2-Bs-thr-M_s_at
AFFX-r2-Ec-bioB-3_at,AFFX-r2-Ec-bioB-3_at
AFFX-r2-Ec-bioB-5_at,AFFX-r2-Ec-bioB-5_at
AFFX-r2-Ec-bioB-M_at,AFFX-r2-Ec-bioB-M_at
AFFX-r2-Ec-bioC-3_at,AFFX-r2-Ec-bioC-3_at
AFFX-r2-Ec-bioC-5_at,AFFX-r2-Ec-bioC-5_at
AFFX-r2-Ec-bioD-3_at,AFFX-r2-Ec-bioD-3_at
AFFX-r2-Ec-bioD-5_at,AFFX-r2-Ec-bioD-5_at
AFFX-r2-P1-cre-3_at,AFFX-r2-P1-cre-3_at
AFFX-r2-P1-cre-5_at,AFFX-r2-P1-cre-5_at
AFFX-r2-TagA_at,AFFX-r2-TagA_at
AFFX-r2-TagB_at,AFFX-r2-TagB_at
AFFX-r2-TagC_at,AFFX-r2-TagC_at
AFFX-r2-TagD_at,AFFX-r2-TagD_at
AFFX-r2-TagE_at,AFFX-r2-TagE_at
AFFX-r2-TagF_at,AFFX-r2-TagF_at
AFFX-r2-TagG_at,AFFX-r2-TagG_at
AFFX-r2-TagH_at,AFFX-r2-TagH_at
AFFX-r2-TagIN-3_at,AFFX-r2-TagIN-3_at
AFFX-r2-TagIN-5_at,AFFX-r2-TagIN-5_at
AFFX-r2-TagIN-M_at,AFFX-r2-TagIN-M_at
AFFX-r2-TagJ-3_at,AFFX-r2-TagJ-3_at
AFFX-r2-TagJ-5_at,AFFX-r2-TagJ-5_at
AFFX-r2-TagO-3_at,AFFX-r2-TagO-3_at
AFFX-r2-TagO-5_at,AFFX-r2-TagO-5_at
AFFX-r2-TagQ-3_at,AFFX-r2-TagQ-3_at
AFFX-r2-TagQ-5_at,AFFX-r2-TagQ-5_at
Os.10002.1.S1_at,Os.10002.1.S1_at
Os.10004.1.S1_s_at,Os.10004.1.S1_s_at
Os.10006.1.S1_at,Os.10006.1.S1_at
Os.10006.2.S1_x_at,Os.10006.2.S1_x_at
Os.10013.1.S1_at,Os.10013.1.S1_at
Os.10014.1.S1_at,Os.10014.1.S1_at
Os.10030.1.S1_at,Os.10030.1.S1_at
Os.10046.1.S1_at,Os.10046.1.S1_at
Os.10071.1.S1_at,Os.10071.1.S1_at
Os.10093.2.S1_at,Os.10093.2.S1_at
Os.10095.1.S1_at,Os.10095.1.S1_at
Os.10096.2.S1_at,Os.10096.2.S1_at
Os.10105.2.S1_at,Os.10105.2.S1_at
Os.10105.3.A1_at,Os.10105.3.A1_at
Os.10110.1.S1_at,Os.10110.1.S1_at
Os.10149.1.S1_at,Os.10149.1.S1_at
Os.10175.2.A1_at,Os.10175.2.A1_at
Os.10191.1.S1_at,Os.10191.1.S1_at
Os.10194.1.S1_at,Os.10194.1.S1_at
Os.10223.1.S1_at,Os.10223.1.S1_at
Os.10232.1.A1_at,Os.10232.1.A1_at
Os.10240.2.A1_at,Os.10240.2.A1_at
Os.10246.5.S1_at,Os.10246.5.S1_at
Os.10255.1.S1_s_at,Os.10255.1.S1_s_at
Os.10268.1.S1_at,Os.10268.1.S1_at
Os.10270.1.S1_at,Os.10270.1.S1_at
Os.10276.2.S1_at,Os.10276.2.S1_at
Os.10286.2.A1_at,Os.10286.2.A1_at
Os.10310.2.S1_at,Os.10310.2.S1_at
Os.10317.1.S1_at,Os.10317.1.S1_at
Os.10326.1.S1_at,Os.10326.1.S1_at
Os.10338.2.S1_at,Os.10338.2.S1_at
Os.10351.5.S1_x_at,Os.10351.5.S1_x_at
Os.10353.2.S1_at,Os.10353.2.S1_at
Os.10355.1.S1_at,Os.10355.1.S1_at
Os.10355.1.S1_x_at,Os.10355.1.S1_x_at
Os.10375.1.S1_at,Os.10375.1.S1_at
Os.10405.1.S1_at,Os.10405.1.S1_at
Os.10407.1.S1_x_at,Os.10407.1.S1_x_at
Os.10415.1.S1_at,Os.10415.1.S1_at
Os.10428.1.S1_at,Os.10428.1.S1_at
Os.10430.1.S1_at,Os.10430.1.S1_at
Os.10434.1.S1_at,Os.10434.1.S1_at
Os.10442.1.S2_at,Os.10442.1.S2_at
Os.10444.1.S1_at,Os.10444.1.S1_at
Os.10446.1.S1_at,Os.10446.1.S1_at
Os.10451.1.S1_at,Os.10451.1.S1_at
Os.10456.1.S1_at,Os.10456.1.S1_at
Os.10457.1.S1_at,Os.10457.1.S1_at
Os.10458.1.S1_at,Os.10458.1.S1_at
Os.10475.1.S1_at,Os.10475.1.S1_at
Os.10514.1.S1_at,Os.10514.1.S1_at
Os.10515.1.S1_at,Os.10515.1.S1_at
Os.10523.1.S1_at,Os.10523.1.S1_at
Os.10528.1.S1_s_at,Os.10528.1.S1_s_at
Os.10535.1.S1_at,Os.10535.1.S1_at
Os.10537.1.S1_at,Os.10537.1.S1_at
Os.10550.1.S1_at,Os.10550.1.S1_at
Os.10550.1.S1_x_at,Os.10550.1.S1_x_at
Os.10556.1.S1_at,Os.10556.1.S1_at
Os.10564.1.A1_at,Os.10564.1.A1_at
Os.10570.1.S1_at,Os.10570.1.S1_at
Os.10621.1.S1_at,Os.10621.1.S1_at
Os.10625.1.A1_at,Os.10625.1.A1_at
Os.10626.4.A1_s_at,Os.10626.4.A1_s_at
Os.10631.1.S1_at,Os.10631.1.S1_at
Os.10663.1.S1_at,Os.10663.1.S1_at
Os.10682.1.S1_at,Os.10682.1.S1_at
Os.10698.1.S1_s_at,Os.10698.1.S1_s_at
Os.10707.2.S1_at,Os.10707.2.S1_at
Os.10721.1.S1_at,Os.10721.1.S1_at
Os.10723.1.S1_at,Os.10723.1.S1_at
Os.10729.1.S1_at,Os.10729.1.S1_at
Os.10731.2.A1_at,Os.10731.2.A1_at
Os.10760.1.S1_at,Os.10760.1.S1_at
Os.10763.2.S1_x_at,Os.10763.2.S1_x_at
Os.10796.1.S1_at,Os.10796.1.S1_at
Os.10811.1.S1_at,Os.10811.1.S1_at
Os.10828.1.S1_at,Os.10828.1.S1_at
Os.10847.1.A1_at,Os.10847.1.A1_at
Os.10860.1.A1_at,Os.10860.1.A1_at
Os.10880.1.S1_at,Os.10880.1.S1_at
Os.10891.1.S1_at,Os.10891.1.S1_at
Os.10923.1.S1_at,Os.10923.1.S1_at
Os.10928.1.S1_at,Os.10928.1.S1_at
Os.10930.1.S1_at,Os.10930.1.S1_at
Os.10932.1.A1_at,Os.10932.1.A1_at
Os.10944.1.S1_at,Os.10944.1.S1_at
Os.10977.1.S1_at,Os.10977.1.S1_at
Os.10982.1.S1_at,Os.10982.1.S1_at
Os.11006.1.S1_at,Os.11006.1.S1_at
Os.11015.1.S1_at,Os.11015.1.S1_at
Os.11021.2.A1_at,Os.11021.2.A1_at
Os.11024.1.S1_at,Os.11024.1.S1_at
Os.11039.3.S1_at,Os.11039.3.S1_at
Os.11044.1.S1_at,Os.11044.1.S1_at
Os.11064.2.S1_at,Os.11064.2.S1_at
Os.11065.1.A1_at,Os.11065.1.A1_at
Os.11067.1.S1_at,Os.11067.1.S1_at
Os.11073.1.S1_at,Os.11073.1.S1_at
Os.11096.2.S1_x_at,Os.11096.2.S1_x_at
Os.11110.1.S1_at,Os.11110.1.S1_at
Os.11119.1.S1_a_at,Os.11119.1.S1_a_at
Os.11142.1.S1_at,Os.11142.1.S1_at
Os.11147.1.S1_at,Os.11147.1.S1_at
Os.11153.1.S1_s_at,Os.11153.1.S1_s_at
Os.11179.1.S1_at,Os.11179.1.S1_at
Os.11183.1.S1_at,Os.11183.1.S1_at
Os.11208.1.S1_at,Os.11208.1.S1_at
Os.11218.1.S1_at,Os.11218.1.S1_at
Os.11219.1.S1_at,Os.11219.1.S1_at
Os.11221.1.S1_at,Os.11221.1.S1_at
Os.11240.1.S1_at,Os.11240.1.S1_at
Os.11244.2.S1_x_at,Os.11244.2.S1_x_at
Os.11249.1.S1_at,Os.11249.1.S1_at
Os.11251.1.S1_at,Os.11251.1.S1_at
Os.11258.1.S2_at,Os.11258.1.S2_at
Os.11264.2.S1_at,Os.11264.2.S1_at
Os.11266.1.S1_at,Os.11266.1.S1_at
Os.11299.1.S1_at,Os.11299.1.S1_at
Os.11299.2.S1_at,Os.11299.2.S1_at
Os.1131.1.S1_at,Os.1131.1.S1_at
Os.11322.1.S1_at,Os.11322.1.S1_at
Os.11341.3.S1_at,Os.11341.3.S1_at
Os.11341.3.S1_x_at,Os.11341.3.S1_x_at
Os.11356.1.A1_at,Os.11356.1.A1_at
Os.11359.1.S1_at,Os.11359.1.S1_at
Os.11360.1.S1_at,Os.11360.1.S1_at
Os.11374.1.S1_s_at,Os.11374.1.S1_s_at
Os.11385.4.A1_at,Os.11385.4.A1_at
Os.11432.1.S1_s_at,Os.11432.1.S1_s_at
Os.11432.1.S1_x_at,Os.11432.1.S1_x_at
Os.11454.2.S1_at,Os.11454.2.S1_at
Os.11456.1.S1_at,Os.11456.1.S1_at
Os.11465.1.S1_at,Os.11465.1.S1_at
Os.11472.1.S1_at,Os.11472.1.S1_at
Os.11473.1.A1_at,Os.11473.1.A1_at
Os.11475.3.S1_at,Os.11475.3.S1_at
Os.11475.3.S1_x_at,Os.11475.3.S1_x_at
Os.11483.2.S1_at,Os.11483.2.S1_at
Os.11500.1.S1_at,Os.11500.1.S1_at
Os.1151.2.S2_at,Os.1151.2.S2_at
Os.11511.2.S1_at,Os.11511.2.S1_at
Os.11511.2.S1_x_at,Os.11511.2.S1_x_at
Os.11520.1.S1_at,Os.11520.1.S1_at
Os.11554.1.S1_at,Os.11554.1.S1_at
Os.11584.2.S1_x_at,Os.11584.2.S1_x_at
Os.11587.2.S1_at,Os.11587.2.S1_at
Os.11591.2.S1_at,Os.11591.2.S1_at
Os.11595.2.S1_at,Os.11595.2.S1_at
Os.11618.2.S1_at,Os.11618.2.S1_at
Os.11630.2.A1_at,Os.11630.2.A1_at
Os.11633.3.S1_at,Os.11633.3.S1_at
Os.11689.2.S1_at,Os.11689.2.S1_at
Os.11713.1.S1_at,Os.11713.1.S1_at
Os.11717.2.S1_at,Os.11717.2.S1_at
Os.11719.1.S2_at,Os.11719.1.S2_at
Os.11720.4.A1_at,Os.11720.4.A1_at
Os.11722.3.S1_at,Os.11722.3.S1_at
Os.11734.3.S1_at,Os.11734.3.S1_at
Os.11762.3.A1_at,Os.11762.3.A1_at
Os.11762.5.S1_x_at,Os.11762.5.S1_x_at
Os.11803.1.A1_at,Os.11803.1.A1_at
Os.11808.2.S1_at,Os.11808.2.S1_at
Os.11867.1.S1_at,Os.11867.1.S1_at
Os.11938.1.S1_at,Os.11938.1.S1_at
Os.11962.3.S1_x_at,Os.11962.3.S1_x_at
Os.11984.1.S2_at,Os.11984.1.S2_at
Os.11986.3.S1_at,Os.11986.3.S1_at
Os.11997.1.S1_at,Os.11997.1.S1_at
Os.12008.3.S1_at,Os.12008.3.S1_at
Os.12009.1.S1_at,Os.12009.1.S1_at
Os.12013.3.S1_at,Os.12013.3.S1_at
Os.12019.1.S1_x_at,Os.12019.1.S1_x_at
Os.12028.2.S1_at,Os.12028.2.S1_at
Os.12030.2.A1_at,Os.12030.2.A1_at
Os.12036.2.S1_at,Os.12036.2.S1_at
Os.12038.1.S1_at,Os.12038.1.S1_at
Os.12072.1.S1_at,Os.12072.1.S1_at
Os.12084.1.S1_at,Os.12084.1.S1_at
Os.12099.1.S1_s_at,Os.12099.1.S1_s_at
Os.12123.1.S1_a_at,Os.12123.1.S1_a_at
Os.12123.1.S1_x_at,Os.12123.1.S1_x_at
Os.12123.2.S1_x_at,Os.12123.2.S1_x_at
Os.12146.1.S1_at,Os.12146.1.S1_at
Os.12170.1.S1_at,Os.12170.1.S1_at
Os.12179.1.S1_at,Os.12179.1.S1_at
Os.12186.2.S1_at,Os.12186.2.S1_at
Os.12223.2.S1_at,Os.12223.2.S1_at
Os.12240.1.S1_at,Os.12240.1.S1_at
Os.12241.2.S1_at,Os.12241.2.S1_at
Os.12260.1.S1_at,Os.12260.1.S1_at
Os.12293.3.S2_at,Os.12293.3.S2_at
Os.12293.4.S1_at,Os.12293.4.S1_at
Os.12304.1.S1_at,Os.12304.1.S1_at
Os.12307.1.S1_at,Os.12307.1.S1_at
Os.12308.3.S1_at,Os.12308.3.S1_at
Os.12308.3.S1_x_at,Os.12308.3.S1_x_at
Os.12318.1.S1_at,Os.12318.1.S1_at
Os.12340.1.S1_at,Os.12340.1.S1_at
Os.12366.3.S1_at,Os.12366.3.S1_at
Os.12374.1.S1_at,Os.12374.1.S1_at
Os.12381.1.S1_s_at,Os.12381.1.S1_s_at
Os.12381.1.S1_x_at,Os.12381.1.S1_x_at
Os.12420.2.S1_at,Os.12420.2.S1_at
Os.12421.1.S1_at,Os.12421.1.S1_at
Os.12434.2.S1_at,Os.12434.2.S1_at
Os.12440.1.S1_at,Os.12440.1.S1_at
Os.12491.1.S1_at,Os.12491.1.S1_at
Os.12549.1.S1_at,Os.12549.1.S1_at
Os.12580.1.A1_at,Os.12580.1.A1_at
Os.12614.1.A1_at,Os.12614.1.A1_at
Os.12618.1.S1_at,Os.12618.1.S1_at
Os.12629.1.S2_at,Os.12629.1.S2_at
Os.12633.1.S1_at,Os.12633.1.S1_at
Os.12640.2.S1_at,Os.12640.2.S1_at
Os.12656.1.S1_s_at,Os.12656.1.S1_s_at
Os.12659.1.S1_at,Os.12659.1.S1_at
Os.12664.1.S1_at,Os.12664.1.S1_at
Os.12668.1.S1_at,Os.12668.1.S1_at
Os.12672.3.S1_at,Os.12672.3.S1_at
Os.12688.2.S1_at,Os.12688.2.S1_at
Os.12691.4.S1_at,Os.12691.4.S1_at
Os.12693.1.S2_at,Os.12693.1.S2_at
Os.12700.1.S1_at,Os.12700.1.S1_at
Os.12719.2.S1_at,Os.12719.2.S1_at
Os.12757.3.S1_at,Os.12757.3.S1_at
Os.12763.3.S1_at,Os.12763.3.S1_at
Os.12775.1.S1_at,Os.12775.1.S1_at
Os.12811.2.S1_at,Os.12811.2.S1_at
Os.12813.4.A1_at,Os.12813.4.A1_at
Os.12816.1.S1_at,Os.12816.1.S1_at
Os.12817.1.S1_at,Os.12817.1.S1_at
Os.12829.1.S1_at,Os.12829.1.S1_at
Os.12835.1.S1_at,Os.12835.1.S1_at
Os.12836.1.S1_at,Os.12836.1.S1_at
Os.12889.2.S1_at,Os.12889.2.S1_at
Os.12913.1.A1_at,Os.12913.1.A1_at
Os.12941.1.S1_at,Os.12941.1.S1_at
Os.12946.1.S1_at,Os.12946.1.S1_at
Os.12968.1.S1_at,Os.12968.1.S1_at
Os.12973.1.S1_at,Os.12973.1.S1_at
Os.13005.1.S1_at,Os.13005.1.S1_at
Os.13023.1.S1_at,Os.13023.1.S1_at
Os.13024.1.S1_at,Os.13024.1.S1_at
Os.13482.1.S1_x_at,Os.13482.1.S1_x_at
Os.13498.2.S1_at,Os.13498.2.S1_at
Os.13501.1.S1_at,Os.13501.1.S1_at
Os.13504.1.S1_s_at,Os.13504.1.S1_s_at
Os.13522.1.S1_at,Os.13522.1.S1_at
Os.13564.1.S1_at,Os.13564.1.S1_at
Os.13565.1.A1_at,Os.13565.1.A1_at
Os.13579.1.S1_at,Os.13579.1.S1_at
Os.13590.1.S1_at,Os.13590.1.S1_at
Os.13596.1.S1_at,Os.13596.1.S1_at
Os.13615.3.S1_at,Os.13615.3.S1_at
Os.13615.4.S1_at,Os.13615.4.S1_at
Os.13660.1.S1_at,Os.13660.1.S1_at
Os.13674.1.S1_at,Os.13674.1.S1_at
Os.13684.1.S1_at,Os.13684.1.S1_at
Os.13687.1.S1_at,Os.13687.1.S1_at
Os.13690.1.S1_at,Os.13690.1.S1_at
Os.13704.1.S1_x_at,Os.13704.1.S1_x_at
Os.13710.1.S1_at,Os.13710.1.S1_at
Os.13723.1.S1_at,Os.13723.1.S1_at
Os.13728.1.S1_at,Os.13728.1.S1_at
Os.13730.1.S1_at,Os.13730.1.S1_at
Os.13759.1.S1_at,Os.13759.1.S1_at
Os.13772.1.S1_at,Os.13772.1.S1_at
Os.13777.1.S1_at,Os.13777.1.S1_at
Os.13780.1.S1_x_at,Os.13780.1.S1_x_at
Os.13792.1.S1_at,Os.13792.1.S1_at
Os.13793.1.S1_at,Os.13793.1.S1_at
